Reg No,Expenditure Category,Election Period,sum_amount
CC11039,Other,2014-2016,139.56
CC11039,Food & Beverages,2014-2016,3284.74
CC11039,Advertising,2014-2016,8483.72
CC11039,Bank Charges & Adjustments,2016-2018,69.93
CC11041,Contribution to Political Party,2012-2014,95
CC11041,Printing,2012-2014,1020.17
CC11041,Insurance,2012-2014,573.4
CC11041,Postage/Mailing,2012-2014,967.17
CC11041,Office Supplies,2012-2014,305.23
CC11041,Professional Services,2012-2014,60.83
CC11041,Food & Beverages,2012-2014,826.03
CC11041,Other,2012-2014,1943.73
CC11041,Advertising,2012-2014,15909.92
CC11041,Other,2014-2016,231.3
CC11042,Professional Services,2012-2014,31.6
CC11042,Contribution to Political Party,2012-2014,100
CC11042,Postage/Mailing,2012-2014,1785.82
CC11042,Printing,2012-2014,3172.5
CC11042,Other,2012-2014,369
CC11042,Lease/Rent,2012-2014,430.85
CC11042,Office Supplies,2012-2014,506.92
CC11042,Food & Beverages,2012-2014,1735.34
CC11042,Advertising,2012-2014,3169.5
CC11042,Contribution to Political Party,2014-2016,100
CC11042,Bank Charges & Adjustments,2014-2016,29
CC11042,Printing,2014-2016,100
CC11042,Filing Fee,2014-2016,25
CC11042,Advertising,2014-2016,1884.01
CC11042,Contribution to Community Organization,2016-2018,167.05
CC11043,Contribution to Community Organization,2012-2014,600
CC11043,Printing,2012-2014,241.92
CC11044,Other,2012-2014,1360.89
CC11044,Lease/Rent,2012-2014,263
CC11044,Bank Charges & Adjustments,2012-2014,45.85
CC11044,Filing Fee,2012-2014,550
CC11044,Postage/Mailing,2012-2014,2445
CC11044,Printing,2012-2014,2129.93
CC11044,Food & Beverages,2012-2014,2486.17
CC11044,Professional Services,2012-2014,2587.77
CC11044,Advertising,2012-2014,13058.81
CC11045,Travel & Lodging,2012-2014,360.66
CC11045,Postage/Mailing,2012-2014,328.67
CC11045,Printing,2012-2014,104.17
CC11045,Office Supplies,2012-2014,57.28
CC11045,Lease/Rent,2012-2014,320
CC11045,Bank Charges & Adjustments,2012-2014,156.41
CC11045,Food & Beverages,2012-2014,36.8
CC11045,Advertising,2012-2014,34540.75
CC11045,Vehicle,2012-2014,104.69
CC11045,Advertising,2014-2016,180
CC11045,Bank Charges & Adjustments,2014-2016,26
CC11046,Filing Fee,2012-2014,25
CC11046,Printing,2012-2014,1022.99
CC11046,Lease/Rent,2012-2014,500
CC11046,Other,2012-2014,8300.32
CC11046,Food & Beverages,2012-2014,5169.93
CC11046,Advertising,2012-2014,3834.2
CC11047,Bank Charges & Adjustments,2012-2014,19.8
CC11047,Bank Charges & Adjustments,2014-2016,14.85
CC11048,Filing Fee,2012-2014,25
CC11048,Other,2012-2014,182.34
CC11049,Filing Fee,2012-2014,250
CC11049,Contribution to Political Party,2012-2014,50
CC11049,Bank Charges & Adjustments,2012-2014,63.88
CC11049,Lease/Rent,2012-2014,1761.66
CC11049,Office Supplies,2012-2014,311.39
CC11049,Food & Beverages,2012-2014,3248.88
CC11049,Advertising,2012-2014,2380.85
CC11049,Postage/Mailing,2012-2014,4400.93
CC11049,Printing,2012-2014,9267.1
CC11049,Other,2012-2014,984.78
CC11049,Bank Charges & Adjustments,2014-2016,2.45
CC11049,Contribution to Community Organization,2014-2016,1920.27
CC11049,Food & Beverages,2014-2016,500
CC11049,Lease/Rent,2014-2016,240
CC11049,Postage/Mailing,2014-2016,64
CC11050,Bank Charges & Adjustments,2012-2014,608.3
CC11050,Office Supplies,2012-2014,461.08
CC11050,Filing Fee,2012-2014,250
CC11050,Professional Services,2012-2014,287.49
CC11050,Advertising,2012-2014,2252.13
CC11050,Postage/Mailing,2012-2014,17113.61
CC11050,Printing,2012-2014,17991.28
CC11050,Candidate Fundraiser Tickets,2012-2014,1000
CC11050,Food & Beverages,2012-2014,2517.77
CC11050,"Surveys, Polls & Voter Lists",2012-2014,150
CC11050,Other,2012-2014,1558.07
CC11051,Bank Charges & Adjustments,2012-2014,16.98
CC11051,Contribution to Political Party,2012-2014,65
CC11051,Contribution to Community Organization,2014-2016,298.07
CC11051,Bank Charges & Adjustments,2014-2016,10
CC11052,Candidate Fundraiser Tickets,2012-2014,46.87
CC11052,Bank Charges & Adjustments,2012-2014,179.66
CC11052,Printing,2012-2014,31.53
CC11052,Other,2012-2014,105
CC11052,Office Supplies,2012-2014,246.83
CC11052,Food & Beverages,2012-2014,1675.9
CC11052,Advertising,2012-2014,10396.99
CC11052,Food & Beverages,2014-2016,1493.04
CC11054,Filing Fee,2012-2014,260
CC11054,Other,2012-2014,256.34
CC11054,"Surveys, Polls & Voter Lists",2012-2014,115.18
CC11054,Office Supplies,2012-2014,441.17
CC11054,Travel & Lodging,2012-2014,50
CC11054,Bank Charges & Adjustments,2012-2014,410.11
CC11054,Postage/Mailing,2012-2014,6717.73
CC11054,Vehicle,2012-2014,138.07
CC11054,Advertising,2012-2014,17315.01
CC11054,Professional Services,2012-2014,1972.36
CC11054,Food & Beverages,2012-2014,592.19
CC11054,Professional Services,2014-2016,725
CC11055,Lease/Rent,2012-2014,0
CC11055,Hawaii Election Campaign Fund,2012-2014,200
CC11055,Office Supplies,2012-2014,202.03
CC11055,Other,2012-2014,154.3
CC11055,"Surveys, Polls & Voter Lists",2012-2014,5
CC11055,Bank Charges & Adjustments,2012-2014,23.9
CC11055,Filing Fee,2012-2014,25
CC11055,Advertising,2012-2014,1489.27
CC11055,Food & Beverages,2012-2014,624.76
CC11055,Hawaii Election Campaign Fund,2014-2016,250
CC11055,Other,2014-2016,320.74
CC11056,Durable Assets,2012-2014,323.51
CC11056,Contribution to Political Party,2012-2014,285
CC11056,"Surveys, Polls & Voter Lists",2012-2014,150
CC11056,Vehicle,2012-2014,16.5
CC11056,Bank Charges & Adjustments,2012-2014,90.9
CC11056,Contribution to Community Organization,2012-2014,175
CC11056,Filing Fee,2012-2014,250
CC11056,Advertising,2012-2014,48.13
CC11056,Office Supplies,2012-2014,689.2
CC11056,Hawaii Election Campaign Fund,2012-2014,86.17
CC11056,Professional Services,2012-2014,6405.43
CC11056,Other,2012-2014,8876.28
CC11056,Postage/Mailing,2012-2014,31163.22
CC11056,Printing,2012-2014,27540.02
CC11056,Food & Beverages,2012-2014,6509.09
CC11056,"Surveys, Polls & Voter Lists",2014-2016,300
CC11056,Filing Fee,2014-2016,260
CC11056,Advertising,2014-2016,103.45
CC11056,Office Supplies,2014-2016,1346.17
CC11056,Professional Services,2014-2016,199.48
CC11056,Contribution to Community Organization,2014-2016,822
CC11056,Bank Charges & Adjustments,2014-2016,61.68
CC11056,Travel & Lodging,2014-2016,1099.11
CC11056,Contribution to Political Party,2014-2016,1000
CC11056,Other,2014-2016,3269.85
CC11056,Candidate Fundraiser Tickets,2014-2016,750
CC11056,Postage/Mailing,2014-2016,3698.96
CC11056,Printing,2014-2016,7765.92
CC11056,Food & Beverages,2014-2016,5688.07
CC11056,"Surveys, Polls & Voter Lists",2016-2018,300
CC11056,Office Supplies,2016-2018,20.41
CC11056,Printing,2016-2018,8137.24
CC11056,Postage/Mailing,2016-2018,175.81
CC11056,Other,2016-2018,994.46
CC11056,Food & Beverages,2016-2018,1291.41
CC11056,Contribution to Community Organization,2016-2018,344
CC11057,Bank Charges & Adjustments,2012-2014,45.4
CC11057,Office Supplies,2012-2014,209.6
CC11057,Lease/Rent,2012-2014,275
CC11057,Contribution to Community Organization,2012-2014,506.53
CC11057,Professional Services,2012-2014,525
CC11057,"Surveys, Polls & Voter Lists",2012-2014,400
CC11057,Postage/Mailing,2012-2014,646
CC11057,Printing,2012-2014,921.07
CC11057,Food & Beverages,2012-2014,492.66
CC11057,Advertising,2012-2014,1553.4
CC11057,Other,2012-2014,2502.34
CC11058,Vehicle,2012-2014,30
CC11058,Travel & Lodging,2012-2014,552.53
CC11058,Office Supplies,2012-2014,233.28
CC11058,Lease/Rent,2012-2014,605.21
CC11058,Candidate Fundraiser Tickets,2012-2014,40
CC11058,Printing,2012-2014,4150.66
CC11058,Bank Charges & Adjustments,2012-2014,5
CC11058,Food & Beverages,2012-2014,2283.39
CC11058,Professional Services,2012-2014,600
CC11058,Filing Fee,2012-2014,75
CC11058,Advertising,2012-2014,3202.4
CC11058,Other,2012-2014,1448.15
CC11058,Postage/Mailing,2012-2014,54.6
CC11058,Printing,2014-2016,155.2
CC11058,Professional Services,2014-2016,270.83
CC11058,Bank Charges & Adjustments,2014-2016,3.35
CC11058,Contribution to Political Party,2014-2016,200
CC11058,Food & Beverages,2014-2016,191.76
CC11059,Filing Fee,2012-2014,25
CC11059,Advertising,2012-2014,967.5
CC11059,Office Supplies,2012-2014,140.29
CC11059,Travel & Lodging,2012-2014,31.24
CC11059,Bank Charges & Adjustments,2014-2016,25
CC11059,Advertising,2014-2016,495.19
CC11059,Bank Charges & Adjustments,2016-2018,20
CC11059,Other,2016-2018,81.78
CC11060,Filing Fee,2012-2014,510
CC11060,Bank Charges & Adjustments,2012-2014,54.5
CC11060,Contribution to Community Organization,2012-2014,150
CC11060,Insurance,2012-2014,372.54
CC11060,Printing,2012-2014,62.5
CC11060,Travel & Lodging,2012-2014,658.2
CC11060,Postage/Mailing,2012-2014,8.76
CC11060,Utilities,2012-2014,142.71
CC11060,Office Supplies,2012-2014,521.55
CC11060,Hawaii Election Campaign Fund,2012-2014,450
CC11060,Other,2012-2014,4292.25
CC11060,Lease/Rent,2012-2014,770
CC11060,Advertising,2012-2014,43367.3
CC11060,Professional Services,2012-2014,17760.65
CC11060,Vehicle,2012-2014,458.03
CC11060,Food & Beverages,2012-2014,4409.32
CC11060,Utilities,2014-2016,47.57
CC11060,Professional Services,2014-2016,177.04
CC11060,Hawaii Election Campaign Fund,2014-2016,15.23
CC11061,Professional Services,2012-2014,40.41
CC11061,Travel & Lodging,2012-2014,1389.01
CC11061,Contribution to Political Party,2012-2014,130
CC11061,Printing,2012-2014,1761.93
CC11061,Other,2012-2014,157.14
CC11061,Food & Beverages,2012-2014,223.32
CC11061,Vehicle,2012-2014,167.52
CC11061,Filing Fee,2012-2014,100
CC11061,Candidate Fundraiser Tickets,2012-2014,270
CC11061,Travel & Lodging,2014-2016,10
CC11061,Vehicle,2014-2016,11.34
CC11062,Office Supplies,2012-2014,32.74
CC11062,Filing Fee,2012-2014,250
CC11062,Contribution to Political Party,2012-2014,140
CC11062,Candidate Fundraiser Tickets,2012-2014,50
CC11062,Vehicle,2012-2014,81.11
CC11062,Professional Services,2012-2014,600
CC11062,Postage/Mailing,2012-2014,1822.24
CC11062,Bank Charges & Adjustments,2012-2014,183.04
CC11062,Printing,2012-2014,1417.33
CC11062,Food & Beverages,2012-2014,1148.67
CC11062,Other,2012-2014,529.81
CC11062,Advertising,2012-2014,6622.19
CC11062,Other,2014-2016,744.74
CC11062,Postage/Mailing,2014-2016,1888.99
CC11062,Filing Fee,2014-2016,950
CC11062,Printing,2014-2016,2626.57
CC11062,Bank Charges & Adjustments,2014-2016,1813.09
CC11062,Advertising,2014-2016,7009.17
CC11062,Lease/Rent,2014-2016,1333.38
CC11062,Office Supplies,2014-2016,211.91
CC11062,Food & Beverages,2014-2016,4204.66
CC11062,Professional Services,2014-2016,2702.04
CC11062,Food & Beverages,2016-2018,4.19
CC11062,Advertising,2016-2018,70.06
CC11062,Bank Charges & Adjustments,2016-2018,23.89
CC11062,Professional Services,2016-2018,296.3
CC11062,Other,2016-2018,223.59
CC11063,Office Supplies,2012-2014,50.62
CC11063,Filing Fee,2012-2014,25
CC11063,Printing,2012-2014,665.83
CC11063,Other,2012-2014,146.86
CC11064,Printing,2012-2014,957.86
CC11064,Advertising,2012-2014,1175.12
CC11065,Vehicle,2012-2014,48
CC11065,Filing Fee,2012-2014,260
CC11065,Bank Charges & Adjustments,2012-2014,90.22
CC11065,Advertising,2012-2014,12852.17
CC11065,Hawaii Election Campaign Fund,2012-2014,100
CC11065,Professional Services,2012-2014,10845.77
CC11065,Printing,2012-2014,6498.41
CC11065,Postage/Mailing,2012-2014,4411.51
CC11065,Other,2012-2014,503.3
CC11065,Office Supplies,2012-2014,390.16
CC11065,Food & Beverages,2012-2014,5404.7
CC11065,Vehicle,2014-2016,38
CC11065,Professional Services,2014-2016,520.83
CC11065,Bank Charges & Adjustments,2014-2016,359.76
CC11065,Food & Beverages,2014-2016,243.46
CC11065,Office Supplies,2014-2016,52.81
CC11066,Contribution to Community Organization,2012-2014,50
CC11066,Travel & Lodging,2012-2014,575.1
CC11066,Advertising,2012-2014,40176.62
CC11067,Professional Services,2012-2014,319.79
CC11067,Other,2012-2014,235
CC11067,Bank Charges & Adjustments,2012-2014,180.99
CC11067,Postage/Mailing,2012-2014,5062.96
CC11067,Printing,2012-2014,1226.88
CC11067,Advertising,2012-2014,16888.28
CC11067,Office Supplies,2012-2014,606.67
CC11067,Travel & Lodging,2012-2014,390.62
CC11067,Food & Beverages,2012-2014,2696.28
CC11067,Other,2014-2016,7.62
CC11067,Bank Charges & Adjustments,2014-2016,57.58
CC11067,Office Supplies,2014-2016,41.61
CC11067,Food & Beverages,2014-2016,263.33
CC11068,Office Supplies,2012-2014,74.28
CC11068,Food & Beverages,2012-2014,1336.22
CC11068,Other,2012-2014,59.4
CC11068,Printing,2012-2014,923.34
CC11068,Bank Charges & Adjustments,2012-2014,5
CC11068,Advertising,2012-2014,549.74
CC11068,Contribution to Community Organization,2014-2016,140.24
CC11069,Advertising,2012-2014,21.95
CC11069,Food & Beverages,2012-2014,66.81
CC11069,Vehicle,2012-2014,85.31
CC11069,Printing,2012-2014,133.91
CC11069,Office Supplies,2012-2014,32.88
CC11070,Hawaii Election Campaign Fund,2012-2014,20
CC11070,Other,2012-2014,2091.51
CC11071,Filing Fee,2012-2014,25
CC11071,"Surveys, Polls & Voter Lists",2012-2014,100
CC11071,Office Supplies,2012-2014,84.81
CC11071,Postage/Mailing,2012-2014,255
CC11071,Food & Beverages,2012-2014,283.38
CC11071,Advertising,2012-2014,1224.09
CC11071,Hawaii Election Campaign Fund,2016-2018,50
CC11072,Printing,2012-2014,1740.43
CC11072,Filing Fee,2012-2014,50
CC11072,Professional Services,2012-2014,100
CC11072,"Surveys, Polls & Voter Lists",2012-2014,50
CC11072,Advertising,2012-2014,10307.36
CC11072,Food & Beverages,2012-2014,704.56
CC11073,Postage/Mailing,2012-2014,68
CC11073,Contribution to Community Organization,2012-2014,200
CC11073,Professional Services,2012-2014,1154.19
CC11073,Printing,2012-2014,1597.82
CC11073,Other,2012-2014,400
CC11073,Advertising,2012-2014,10970.06
CC11073,Food & Beverages,2012-2014,4238.87
CC11073,Advertising,2014-2016,3420.74
CC11073,Advertising,2016-2018,1328.12
CC11074,Contribution to Community Organization,2012-2014,25
CC11074,Postage/Mailing,2012-2014,7.84
CC11074,Office Supplies,2012-2014,27.17
CC11074,Filing Fee,2012-2014,222.42
CC11074,Printing,2012-2014,158.43
CC11074,Contribution to Political Party,2012-2014,100
CC11074,Professional Services,2012-2014,435
CC11074,Other,2012-2014,640.16
CC11074,Advertising,2012-2014,2445.38
CC11074,Food & Beverages,2012-2014,1244.33
CC11074,Bank Charges & Adjustments,2012-2014,71.5
CC11075,Lease/Rent,2012-2014,197.5
CC11075,Advertising,2012-2014,2904.63
CC11076,Bank Charges & Adjustments,2012-2014,10
CC11076,Filing Fee,2012-2014,75
CC11076,Printing,2012-2014,70.23
CC11077,Professional Services,2012-2014,250
CC11077,Bank Charges & Adjustments,2012-2014,17.65
CC11077,Advertising,2012-2014,2155.12
CC11077,Printing,2012-2014,1731.93
CC11077,Other,2012-2014,837.94
CC11077,Hawaii Election Campaign Fund,2014-2016,299.59
CC11078,Postage/Mailing,2012-2014,29
CC11078,Filing Fee,2012-2014,25
CC11078,Professional Services,2012-2014,157.07
CC11078,Printing,2012-2014,1185.55
CC11078,Other,2012-2014,183
CC11078,Bank Charges & Adjustments,2014-2016,20.38
CC11078,Printing,2014-2016,2021.95
CC11078,Postage/Mailing,2014-2016,22.98
CC11078,Filing Fee,2014-2016,25
CC11078,Professional Services,2014-2016,116.54
CC11078,"Surveys, Polls & Voter Lists",2014-2016,800
CC11078,Other,2014-2016,226.36
CC11078,Food & Beverages,2014-2016,1602.21
CC11078,Contribution to Community Organization,2016-2018,276.04
CC11078,Bank Charges & Adjustments,2016-2018,39
CC11078,Contribution to Political Party,2016-2018,50
CC11078,Other,2016-2018,225.38
CC11079,Postage/Mailing,2012-2014,21
CC11079,Durable Assets,2012-2014,187.48
CC11079,Bank Charges & Adjustments,2012-2014,132.09
CC11079,Contribution to Political Party,2012-2014,100
CC11079,Insurance,2012-2014,860.1
CC11079,Lease/Rent,2012-2014,8239.14
CC11079,Office Supplies,2012-2014,530.02
CC11079,Advertising,2012-2014,22314.44
CC11079,Food & Beverages,2012-2014,7611.1
CC11079,Contribution to Community Organization,2012-2014,660
CC11079,Other,2012-2014,2816
CC11079,Postage/Mailing,2014-2016,93.5
CC11079,Bank Charges & Adjustments,2014-2016,90.83
CC11079,Durable Assets,2014-2016,1068.84
CC11079,Contribution to Community Organization,2014-2016,1275
CC11079,Filing Fee,2014-2016,25
CC11079,Professional Services,2014-2016,500
CC11079,Contribution to Political Party,2014-2016,100
CC11079,Office Supplies,2014-2016,536.42
CC11079,Insurance,2014-2016,362
CC11079,Lease/Rent,2014-2016,11174.42
CC11079,Advertising,2014-2016,28242
CC11079,Other,2014-2016,4107.53
CC11079,Food & Beverages,2014-2016,7273.49
CC11079,Postage/Mailing,2016-2018,19.6
CC11079,Bank Charges & Adjustments,2016-2018,3.2
CC11079,Office Supplies,2016-2018,534.57
CC11079,Contribution to Community Organization,2016-2018,600
CC11079,Food & Beverages,2016-2018,3056.1
CC11079,Advertising,2016-2018,6307.28
CC11080,Other,2012-2014,100
CC11080,Bank Charges & Adjustments,2012-2014,21.3
CC11080,Advertising,2012-2014,3563.33
CC11080,Contribution to Community Organization,2014-2016,1170.17
CC11080,Hawaii Election Campaign Fund,2014-2016,200
CC11080,Filing Fee,2014-2016,45.21
CC11080,Bank Charges & Adjustments,2014-2016,70
CC11081,Lease/Rent,2012-2014,180
CC11081,"Surveys, Polls & Voter Lists",2012-2014,99
CC11081,Professional Services,2012-2014,150
CC11081,Printing,2012-2014,1202.5
CC11081,Advertising,2012-2014,4925.34
CC11081,Other,2012-2014,552.23
CC11081,Postage/Mailing,2012-2014,46.88
CC11081,Office Supplies,2012-2014,148.17
CC11081,Filing Fee,2012-2014,25
CC11081,Bank Charges & Adjustments,2012-2014,30.2
CC11081,Contribution to Political Party,2012-2014,300
CC11081,Food & Beverages,2012-2014,494.79
CC11082,Bank Charges & Adjustments,2012-2014,100
CC11082,Filing Fee,2012-2014,51
CC11082,Printing,2012-2014,481.38
CC11084,Advertising,2012-2014,414.86
CC11086,Advertising,2012-2014,800.95
CC11087,Printing,2012-2014,3046.23
CC11087,Advertising,2012-2014,2410.92
CC11087,Bank Charges & Adjustments,2014-2016,493.85
CC11088,Lease/Rent,2012-2014,4375
CC11088,Travel & Lodging,2012-2014,266.48
CC11088,Filing Fee,2012-2014,75
CC11088,Candidate Fundraiser Tickets,2012-2014,809.16
CC11088,Bank Charges & Adjustments,2012-2014,8.01
CC11088,"Surveys, Polls & Voter Lists",2012-2014,52
CC11088,Utilities,2012-2014,1195.31
CC11088,Postage/Mailing,2012-2014,2088.9
CC11088,Printing,2012-2014,1365.74
CC11088,Professional Services,2012-2014,6210.73
CC11088,Food & Beverages,2012-2014,449.4
CC11088,Other,2012-2014,2731.5
CC11088,Durable Assets,2012-2014,103.64
CC11088,Advertising,2012-2014,18672.06
CC11088,Office Supplies,2012-2014,407.15
CC11088,Lease/Rent,2014-2016,875
CC11088,Utilities,2014-2016,50
CC11088,Other,2014-2016,6253.31
CC11089,Filing Fee,2012-2014,25
CC11089,Food & Beverages,2012-2014,1214.29
CC11089,Hawaii Election Campaign Fund,2012-2014,50
CC11089,Office Supplies,2012-2014,101.44
CC11089,Other,2012-2014,64.77
CC11089,Advertising,2012-2014,5809.57
CC11090,Advertising,2012-2014,199.68
CC11090,Other,2012-2014,1111.78
CC11091,Office Supplies,2012-2014,21.3
CC11091,Bank Charges & Adjustments,2012-2014,40
CC11091,Advertising,2012-2014,3771.11
CC11091,Filing Fee,2012-2014,25
CC11091,Food & Beverages,2012-2014,20.78
CC11091,Other,2012-2014,383.4
CC11091,Other,2014-2016,1786.03
CC11092,Filing Fee,2012-2014,500
CC11092,Vehicle,2012-2014,196.82
CC11092,Professional Services,2012-2014,239.99
CC11092,Bank Charges & Adjustments,2012-2014,77.32
CC11092,Advertising,2012-2014,1636.19
CC11092,Printing,2012-2014,5528.5
CC11092,Postage/Mailing,2012-2014,4676.28
CC11092,Other,2012-2014,1468.2
CC11092,Filing Fee,2014-2016,25
CC11092,Bank Charges & Adjustments,2014-2016,44.54
CC11092,Postage/Mailing,2014-2016,61
CC11092,Professional Services,2014-2016,164.92
CC11092,Other,2014-2016,2212.65
CC11092,Advertising,2014-2016,138
CC11092,Printing,2014-2016,11783.5
CC11092,Food & Beverages,2014-2016,731.93
CC11092,Postage/Mailing,2016-2018,63
CC11093,Food & Beverages,2012-2014,20
CC11093,"Surveys, Polls & Voter Lists",2012-2014,119
CC11093,Advertising,2012-2014,856
CC11094,Advertising,2012-2014,1842.82
CC11094,Filing Fee,2012-2014,25
CC11094,Postage/Mailing,2012-2014,5.47
CC11094,Travel & Lodging,2014-2016,56.67
CC11095,Utilities,2012-2014,237.85
CC11095,Hawaii Election Campaign Fund,2012-2014,9.12
CC11095,Professional Services,2012-2014,320.75
CC11095,Office Supplies,2012-2014,188.88
CC11095,Contribution to Community Organization,2012-2014,525
CC11095,Advertising,2012-2014,2624.27
CC11095,Other,2012-2014,114.46
CC11096,Bank Charges & Adjustments,2012-2014,13.95
CC11096,Office Supplies,2012-2014,113.88
CC11096,Food & Beverages,2012-2014,905.52
CC11096,Other,2012-2014,924.94
CC11096,Advertising,2012-2014,3462.01
CC11096,Food & Beverages,2014-2016,703.03
CC11096,Other,2014-2016,2000
CC11096,Hawaii Election Campaign Fund,2016-2018,200
CC11097,Candidate Fundraiser Tickets,2012-2014,50
CC11097,Printing,2012-2014,13270.23
CC11097,Bank Charges & Adjustments,2012-2014,24.75
CC11097,Advertising,2012-2014,605.24
CC11097,Office Supplies,2012-2014,77.43
CC11097,Other,2012-2014,1725.8
CC11097,Postage/Mailing,2012-2014,5157.42
CC11097,Hawaii Election Campaign Fund,2014-2016,200
CC11097,Contribution to Political Party,2014-2016,2500
CC11097,Bank Charges & Adjustments,2014-2016,118.8
CC11097,Other,2014-2016,6300.33
CC11099,Advertising,2012-2014,792.15
CC11100,Filing Fee,2012-2014,25
CC11100,Other,2012-2014,853.47
CC11100,Bank Charges & Adjustments,2012-2014,151.23
CC11100,"Surveys, Polls & Voter Lists",2012-2014,458.85
CC11100,Lease/Rent,2012-2014,542.62
CC11100,Advertising,2012-2014,896.55
CC11100,Printing,2012-2014,6626.79
CC11100,Food & Beverages,2012-2014,1663.19
CC11100,Postage/Mailing,2012-2014,4591.57
CC11100,Hawaii Election Campaign Fund,2014-2016,200
CC11101,Lease/Rent,2012-2014,212.25
CC11101,Postage/Mailing,2012-2014,2319.32
CC11101,Other,2012-2014,220
CC11101,Bank Charges & Adjustments,2012-2014,546.48
CC11101,Printing,2012-2014,14063.52
CC11101,Contribution to Political Party,2012-2014,100
CC11101,"Surveys, Polls & Voter Lists",2012-2014,312.5
CC11101,Food & Beverages,2012-2014,795.25
CC11101,Filing Fee,2012-2014,25
CC11101,Professional Services,2012-2014,188.12
CC11101,Travel & Lodging,2012-2014,520.6
CC11101,Advertising,2012-2014,28725.17
CC11101,Office Supplies,2012-2014,1144.82
CC11101,Office Supplies,2014-2016,9.13
CC11101,Lease/Rent,2014-2016,328.33
CC11101,Bank Charges & Adjustments,2014-2016,49.95
CC11101,Printing,2014-2016,385.41
CC11101,Advertising,2014-2016,989.16
CC11102,Filing Fee,2014-2016,25
CC11102,Printing,2014-2016,728.71
CC11102,Food & Beverages,2016-2018,1184.41
CC11102,Office Supplies,2016-2018,157.07
CC11102,Bank Charges & Adjustments,2016-2018,42.45
CC11102,Printing,2016-2018,45.55
CC11104,Office Supplies,2012-2014,37.02
CC11104,Filing Fee,2012-2014,76
CC11104,Postage/Mailing,2012-2014,1082.65
CC11104,Professional Services,2012-2014,250
CC11104,Food & Beverages,2012-2014,1173.31
CC11104,Printing,2012-2014,1036.55
CC11104,Advertising,2012-2014,7691.08
CC11104,Lease/Rent,2012-2014,391.18
CC11104,Other,2012-2014,291.98
CC11104,Hawaii Election Campaign Fund,2012-2014,500
CC11105,"Surveys, Polls & Voter Lists",2012-2014,150
CC11105,Filing Fee,2012-2014,250
CC11105,Bank Charges & Adjustments,2012-2014,33.4
CC11105,Advertising,2012-2014,333.93
CC11105,Food & Beverages,2012-2014,117.8
CC11105,Office Supplies,2012-2014,108.33
CC11105,Printing,2012-2014,4573.33
CC11105,Postage/Mailing,2012-2014,5027.9
CC11105,Other,2012-2014,436.55
CC11105,Bank Charges & Adjustments,2014-2016,24.1
CC11105,Postage/Mailing,2014-2016,22
CC11105,Hawaii Election Campaign Fund,2014-2016,490.37
CC11106,Hawaii Election Campaign Fund,2012-2014,7.35
CC11106,Bank Charges & Adjustments,2012-2014,81.09
CC11106,Filing Fee,2012-2014,250
CC11106,Food & Beverages,2012-2014,4001.49
CC11106,Professional Services,2012-2014,550
CC11106,Advertising,2012-2014,11298.32
CC11106,Office Supplies,2012-2014,198.48
CC11106,Printing,2012-2014,2668.77
CC11106,Other,2012-2014,396.35
CC11106,Other,2014-2016,70
CC11108,Advertising,2012-2014,284.58
CC11108,Travel & Lodging,2012-2014,2349.57
CC11108,Office Supplies,2012-2014,187.19
CC11108,Printing,2012-2014,2277.87
CC11108,Bank Charges & Adjustments,2012-2014,46.85
CC11108,Filing Fee,2012-2014,25
CC11108,Professional Services,2012-2014,1300
CC11108,Postage/Mailing,2012-2014,96.59
CC11108,Durable Assets,2012-2014,874.24
CC11108,Food & Beverages,2012-2014,180.9
CC11108,Vehicle,2012-2014,1324.51
CC11108,Other,2012-2014,4327.14
CC11109,Filing Fee,2012-2014,75
CC11109,Advertising,2012-2014,1416.07
CC11109,Office Supplies,2012-2014,120.4
CC11110,Filing Fee,2012-2014,25
CC11110,Advertising,2012-2014,1231.79
CC11112,Postage/Mailing,2012-2014,4.73
CC11112,Bank Charges & Adjustments,2012-2014,40.85
CC11112,Advertising,2012-2014,906.72
CC11113,Bank Charges & Adjustments,2012-2014,3.95
CC11113,Advertising,2012-2014,100.99
CC11113,Professional Services,2012-2014,3.95
CC11113,Other,2012-2014,9.95
CC11113,Bank Charges & Adjustments,2014-2016,40
CC11113,Contribution to Community Organization,2014-2016,326.36
CC11114,Vehicle,2012-2014,63
CC11114,Bank Charges & Adjustments,2012-2014,22.5
CC11114,Hawaii Election Campaign Fund,2012-2014,1674.71
CC11114,Office Supplies,2012-2014,263.65
CC11114,Contribution to Community Organization,2012-2014,500
CC11114,Professional Services,2012-2014,405
CC11114,Food & Beverages,2012-2014,1900.88
CC11114,Other,2012-2014,2150.55
CC11114,Printing,2012-2014,8795.78
CC11114,Postage/Mailing,2012-2014,75.6
CC11114,Advertising,2012-2014,4470.23
CC11114,Vehicle,2014-2016,31.16
CC11114,Bank Charges & Adjustments,2014-2016,26
CC11114,Lease/Rent,2014-2016,150
CC11114,"Surveys, Polls & Voter Lists",2014-2016,321.52
CC11114,Printing,2014-2016,4625.12
CC11114,Contribution to Community Organization,2014-2016,1917.14
CC11114,Advertising,2014-2016,9518.8
CC11114,Office Supplies,2014-2016,540.98
CC11114,Other,2014-2016,1510.18
CC11114,Food & Beverages,2014-2016,3504.54
CC11114,Postage/Mailing,2014-2016,189.44
