expenditure_category,election_period,amount,reg_no,id
Office Supplies,2010-2012,40.25,CC10201,8054
Other,2010-2012,1385.44,CC10201,8055
Travel & Lodging,2012-2014,6.00,CC10201,8056
Office Supplies,2008-2010,122.70,CC10201,8057
Food & Beverages,2012-2014,3256.94,CC10201,8058
Other,2008-2010,12729.64,CC10201,8059
Food & Beverages,2008-2010,5448.85,CC10201,8060
Food & Beverages,2010-2012,11585.03,CC10201,8061
Other,2006-2008,14726.56,CC10201,8062
Printing,2006-2008,5104.89,CC10201,8063
Food & Beverages,2006-2008,5478.47,CC10201,8064
Advertising,2006-2008,5116.18,CC10201,8065
Office Supplies,2010-2012,28.23,CC10818,8066
Candidate Fundraiser Tickets,2010-2012,35.00,CC10818,8067
Postage/Mailing,2010-2012,45.00,CC10818,8068
Lease/Rent,2010-2012,764.58,CC10818,8069
Travel & Lodging,2010-2012,150.00,CC10818,8070
Bank Charges & Adjustments,2010-2012,26.55,CC10818,8071
Printing,2010-2012,593.37,CC10818,8072
Food & Beverages,2012-2014,163.75,CC10818,8073
Other,2012-2014,3144.83,CC10818,8074
Contribution to Community Organization,2012-2014,1794.00,CC10818,8075
Other,2010-2012,1241.73,CC10818,8076
Advertising,2010-2012,11044.32,CC10818,8077
Filing Fee,2010-2012,200.00,CC10818,8078
Food & Beverages,2010-2012,1505.89,CC10818,8079
Advertising,2008-2010,100.00,CC10702,8080
Contribution to Political Party,2010-2012,365.00,CC10702,8081
Other,2012-2014,87.29,CC10702,8082
Travel & Lodging,2010-2012,474.34,CC10702,8083
Professional Services,2012-2014,1536.65,CC10702,8084
Printing,2010-2012,7065.63,CC10702,8085
Food & Beverages,2010-2012,552.21,CC10702,8086
Office Supplies,2010-2012,110.02,CC10702,8087
Bank Charges & Adjustments,2010-2012,132.39,CC10702,8088
Bank Charges & Adjustments,2008-2010,51.36,CC10702,8089
Postage/Mailing,2012-2014,120.00,CC10702,8090
Filing Fee,2008-2010,250.00,CC10702,8091
Filing Fee,2010-2012,250.00,CC10702,8092
Professional Services,2008-2010,1547.37,CC10702,8093
Professional Services,2010-2012,2115.99,CC10702,8094
Other,2010-2012,141.19,CC10702,8095
Food & Beverages,2008-2010,1020.28,CC10702,8096
Printing,2008-2010,7587.49,CC10702,8097
Postage/Mailing,2008-2010,5200.94,CC10702,8098
Postage/Mailing,2010-2012,7028.03,CC10702,8099
Other,2008-2010,3480.69,CC10702,8100
Office Supplies,2008-2010,243.58,CC10702,8101
Advertising,2010-2012,250.00,CC10563,8102
Contribution to Community Organization,2008-2010,275.00,CC10563,8103
Printing,2010-2012,151.34,CC10563,8104
Hawaii Election Campaign Fund,2010-2012,25.00,CC10563,8105
Bank Charges & Adjustments,2008-2010,129.68,CC10563,8106
Lease/Rent,2008-2010,500.00,CC10563,8107
Contribution to Political Party,2008-2010,30.00,CC10563,8108
Printing,2008-2010,6126.11,CC10563,8109
Advertising,2008-2010,5131.20,CC10563,8110
Durable Assets,2008-2010,306.32,CC10563,8111
Postage/Mailing,2008-2010,5297.91,CC10563,8112
Office Supplies,2008-2010,1024.18,CC10563,8113
Other,2008-2010,2782.11,CC10563,8114
Food & Beverages,2008-2010,287.91,CC10563,8115
Other,2008-2010,2986.49,CC10628,8116
Printing,2008-2010,36.72,CC10628,8117
Office Supplies,2008-2010,25.42,CC10628,8118
Postage/Mailing,2008-2010,135.52,CC10628,8119
Contribution to Community Organization,2008-2010,50.00,CC10628,8120
Filing Fee,2008-2010,250.00,CC10676,8121
Contribution to Community Organization,2008-2010,419.50,CC10676,8122
Bank Charges & Adjustments,2008-2010,6.68,CC10676,8123
Candidate Fundraiser Tickets,2008-2010,80.00,CC10676,8124
Advertising,2008-2010,6754.36,CC10676,8125
Office Supplies,2008-2010,111.54,CC10676,8126
Other,2008-2010,1162.57,CC10676,8127
Postage/Mailing,2008-2010,61.60,CC10676,8128
Food & Beverages,2008-2010,800.59,CC10676,8129
Printing,2008-2010,96.77,CC10676,8130
Office Supplies,2012-2014,135.00,CC10982,8131
Postage/Mailing,2010-2012,91.05,CC10982,8132
Filing Fee,2010-2012,250.00,CC10982,8133
Office Supplies,2010-2012,1506.93,CC10982,8134
Lease/Rent,2010-2012,7298.80,CC10982,8135
Advertising,2012-2014,84.75,CC10982,8136
Advertising,2010-2012,35899.91,CC10982,8137
Food & Beverages,2012-2014,476.98,CC10982,8138
Vehicle,2010-2012,337.18,CC10982,8139
Food & Beverages,2010-2012,3455.62,CC10982,8140
Bank Charges & Adjustments,2010-2012,9.80,CC10982,8141
Other,2010-2012,651.66,CC10982,8142
"Surveys, Polls & Voter Lists",2010-2012,93.19,CC10982,8143
Bank Charges & Adjustments,2012-2014,8.50,CC10982,8144
Postage/Mailing,2010-2012,76.00,CC10665,8145
Contribution to Community Organization,2010-2012,920.59,CC10665,8146
Bank Charges & Adjustments,2010-2012,8.00,CC10665,8147
Vehicle,2008-2010,215.00,CC10665,8148
Food & Beverages,2008-2010,119.32,CC10665,8149
Food & Beverages,2010-2012,47.48,CC10665,8150
Filing Fee,2008-2010,250.00,CC10665,8151
Printing,2008-2010,1481.09,CC10665,8152
Other,2008-2010,145.07,CC10665,8153
Professional Services,2008-2010,925.00,CC10665,8154
Office Supplies,2008-2010,122.45,CC10665,8155
Lease/Rent,2008-2010,40.00,CC10620,8156
Food & Beverages,2008-2010,58.80,CC10620,8157
Postage/Mailing,2008-2010,0.44,CC10620,8158
Printing,2008-2010,2372.14,CC10620,8159
Office Supplies,2008-2010,68.04,CC10620,8160
Other,2008-2010,763.08,CC10620,8161
Postage/Mailing,2008-2010,7275.88,CC10287,8162
Lease/Rent,2010-2012,2400.00,CC10287,8163
Office Supplies,2008-2010,100.00,CC10287,8164
Lease/Rent,2008-2010,1750.00,CC10287,8165
Lease/Rent,2012-2014,1800.00,CC10287,8166
Postage/Mailing,2010-2012,11253.22,CC10287,8167
Professional Services,2010-2012,2127.22,CC10287,8168
Food & Beverages,2010-2012,2396.72,CC10287,8169
Office Supplies,2012-2014,176.83,CC10287,8170
Printing,2012-2014,177.99,CC10287,8171
Advertising,2012-2014,1000.00,CC10287,8172
Advertising,2008-2010,850.00,CC10287,8173
Advertising,2010-2012,4435.00,CC10287,8174
Other,2008-2010,182.72,CC10287,8175
Food & Beverages,2008-2010,958.96,CC10287,8176
Professional Services,2008-2010,4039.52,CC10287,8177
Printing,2010-2012,14639.70,CC10287,8178
Printing,2008-2010,7891.50,CC10287,8179
Food & Beverages,2012-2014,297.15,CC10287,8180
Other,2010-2012,2076.23,CC10287,8181
Bank Charges & Adjustments,2012-2014,10.00,CC10287,8182
Durable Assets,2010-2012,785.34,CC10287,8183
Bank Charges & Adjustments,2010-2012,27.00,CC10572,8184
Bank Charges & Adjustments,2012-2014,10.00,CC10572,8185
Lease/Rent,2008-2010,300.00,CC10572,8186
Printing,2010-2012,441.85,CC10572,8187
Hawaii Election Campaign Fund,2010-2012,0.61,CC10572,8188
Travel & Lodging,2008-2010,918.00,CC10572,8189
Hawaii Election Campaign Fund,2012-2014,439.64,CC10572,8190
Bank Charges & Adjustments,2008-2010,17.05,CC10572,8191
"Surveys, Polls & Voter Lists",2008-2010,225.32,CC10572,8192
Other,2008-2010,80.68,CC10572,8193
Food & Beverages,2008-2010,1102.36,CC10572,8194
Professional Services,2010-2012,740.00,CC10572,8195
Professional Services,2008-2010,10709.75,CC10572,8196
Advertising,2010-2012,1077.69,CC10572,8197
Postage/Mailing,2008-2010,11441.62,CC10572,8198
Office Supplies,2008-2010,155.80,CC10572,8199
Advertising,2008-2010,12613.44,CC10572,8200
Other,2010-2012,16.71,CC10572,8201
Advertising,2008-2010,2000.00,CC10210,8202
Bank Charges & Adjustments,2008-2010,299.03,CC10210,8203
Advertising,2006-2008,12156.07,CC10210,8204
Hawaii Election Campaign Fund,2008-2010,90.30,CC10210,8205
Professional Services,2006-2008,950.00,CC10210,8206
Travel & Lodging,2006-2008,454.17,CC10210,8207
Postage/Mailing,2006-2008,10402.04,CC10210,8208
Contribution to Political Party,2006-2008,640.00,CC10210,8209
Office Supplies,2006-2008,470.23,CC10210,8210
Printing,2006-2008,7126.38,CC10210,8211
"Surveys, Polls & Voter Lists",2008-2010,197.36,CC10210,8212
"Surveys, Polls & Voter Lists",2006-2008,197.36,CC10210,8213
Other,2006-2008,7360.21,CC10210,8214
Food & Beverages,2006-2008,1864.39,CC10210,8215
Contribution to Community Organization,2012-2014,330.74,CC10909,8216
Professional Services,2012-2014,480.00,CC10909,8217
Advertising,2010-2012,5209.40,CC10909,8218
Postage/Mailing,2010-2012,1724.79,CC10909,8219
Other,2010-2012,2068.11,CC10909,8220
Printing,2010-2012,790.00,CC10909,8221
Office Supplies,2006-2008,250.00,CC10202,8222
Food & Beverages,2006-2008,699.55,CC10202,8223
Postage/Mailing,2006-2008,25.68,CC10202,8224
Bank Charges & Adjustments,2006-2008,42.88,CC10202,8225
Contribution to Political Party,2010-2012,300.00,CC10802,8226
Employee Services,2010-2012,600.00,CC10802,8227
Postage/Mailing,2012-2014,90.00,CC10802,8228
Postage/Mailing,2010-2012,2189.49,CC10802,8229
Bank Charges & Adjustments,2010-2012,64.00,CC10802,8230
Travel & Lodging,2012-2014,858.37,CC10802,8231
Lease/Rent,2010-2012,250.90,CC10802,8232
Travel & Lodging,2010-2012,297.77,CC10802,8233
Vehicle,2010-2012,263.60,CC10802,8234
Advertising,2010-2012,18968.93,CC10802,8235
Printing,2012-2014,1127.21,CC10802,8236
Printing,2010-2012,6211.02,CC10802,8237
Contribution to Community Organization,2010-2012,310.00,CC10802,8238
Bank Charges & Adjustments,2012-2014,162.86,CC10802,8239
Other,2012-2014,7243.09,CC10802,8240
Contribution to Political Party,2012-2014,212.39,CC10802,8241
Professional Services,2012-2014,5239.90,CC10802,8242
Office Supplies,2012-2014,90.19,CC10802,8243
Office Supplies,2010-2012,1892.86,CC10802,8244
Other,2010-2012,1868.37,CC10802,8245
Food & Beverages,2012-2014,1331.42,CC10802,8246
Professional Services,2010-2012,6206.04,CC10802,8247
Food & Beverages,2010-2012,8958.65,CC10802,8248
Employee Services,2010-2012,2000.00,CC10844,8249
Office Supplies,2008-2010,2200.00,CC10231,8250
Advertising,2008-2010,200.00,CC10231,8251
Contribution to Community Organization,2006-2008,300.70,CC10231,8252
Bank Charges & Adjustments,2006-2008,73.90,CC10231,8253
Other,2008-2010,655.95,CC10231,8254
Candidate Fundraiser Tickets,2006-2008,465.97,CC10231,8255
Other,2006-2008,3033.75,CC10231,8256
Contribution to Political Party,2010-2012,50.00,CC10844,8257
Professional Services,2010-2012,1058.53,CC10844,8258
Printing,2010-2012,3057.97,CC10844,8259
Bank Charges & Adjustments,2010-2012,52.00,CC10844,8260
Postage/Mailing,2010-2012,2753.39,CC10844,8261
Contribution to Community Organization,2010-2012,1622.00,CC10844,8262
Other,2010-2012,578.83,CC10844,8263
Advertising,2010-2012,9174.49,CC10844,8264
Office Supplies,2010-2012,450.04,CC10844,8265
Filing Fee,2010-2012,250.00,CC10844,8266
Lease/Rent,2010-2012,471.79,CC10844,8267
Food & Beverages,2010-2012,3326.13,CC10844,8268
Professional Services,2006-2008,4490.94,CC10231,8269
Advertising,2006-2008,4659.19,CC10231,8270
Postage/Mailing,2006-2008,7571.71,CC10231,8271
Filing Fee,2006-2008,250.00,CC10231,8272
Printing,2006-2008,13788.37,CC10231,8273
Office Supplies,2006-2008,756.09,CC10231,8274
Food & Beverages,2006-2008,9355.00,CC10231,8275
Other,2006-2008,166.47,CC10259,8276
Bank Charges & Adjustments,2006-2008,84.50,CC10259,8277
Bank Charges & Adjustments,2010-2012,65.15,CC10259,8278
Postage/Mailing,2012-2014,322.00,CC10259,8279
Postage/Mailing,2008-2010,639.21,CC10259,8280
Travel & Lodging,2010-2012,389.20,CC10259,8281
Travel & Lodging,2012-2014,1183.00,CC10259,8282
Printing,2008-2010,1045.02,CC10259,8283
Printing,2010-2012,645.03,CC10259,8284
Hawaii Election Campaign Fund,2006-2008,700.00,CC10259,8285
Lease/Rent,2008-2010,3185.03,CC10259,8286
Postage/Mailing,2010-2012,443.00,CC10259,8287
Lease/Rent,2010-2012,442.81,CC10259,8288
Filing Fee,2006-2008,250.00,CC10259,8289
Vehicle,2006-2008,62.15,CC10259,8290
Postage/Mailing,2006-2008,443.40,CC10259,8291
Printing,2006-2008,856.55,CC10259,8292
Other,2008-2010,347.44,CC10259,8293
Advertising,2012-2014,1282.16,CC10259,8294
Advertising,2010-2012,7127.73,CC10259,8295
Candidate Fundraiser Tickets,2012-2014,1000.00,CC10259,8296
Professional Services,2012-2014,5054.77,CC10259,8297
Contribution to Community Organization,2010-2012,1118.14,CC10259,8298
"Surveys, Polls & Voter Lists",2010-2012,607.43,CC10259,8299
Food & Beverages,2010-2012,5407.07,CC10259,8300
Office Supplies,2012-2014,499.99,CC10259,8301
Office Supplies,2006-2008,424.44,CC10259,8302
Office Supplies,2008-2010,666.35,CC10259,8303
Office Supplies,2010-2012,107.94,CC10259,8304
Filing Fee,2010-2012,250.00,CC10259,8305
Other,2012-2014,160.00,CC10259,8306
Lease/Rent,2012-2014,195.90,CC10259,8307
Food & Beverages,2012-2014,4619.14,CC10259,8308
Contribution to Political Party,2010-2012,190.00,CC10259,8309
Travel & Lodging,2006-2008,1176.92,CC10259,8310
Food & Beverages,2008-2010,1667.96,CC10259,8311
Contribution to Political Party,2006-2008,130.00,CC10259,8312
Contribution to Political Party,2012-2014,900.00,CC10259,8313
Professional Services,2010-2012,6142.11,CC10259,8314
Advertising,2008-2010,7348.48,CC10259,8315
Professional Services,2008-2010,11169.00,CC10259,8316
Professional Services,2006-2008,10108.12,CC10259,8317
Printing,2012-2014,1259.53,CC10259,8318
Food & Beverages,2006-2008,5236.87,CC10259,8319
Lease/Rent,2006-2008,4001.29,CC10259,8320
Contribution to Community Organization,2012-2014,1025.00,CC10259,8321
Contribution to Community Organization,2006-2008,452.92,CC10259,8322
Contribution to Community Organization,2008-2010,1960.00,CC10259,8323
Advertising,2006-2008,4947.88,CC10259,8324
Contribution to Political Party,2006-2008,300.00,CC10396,8325
Travel & Lodging,2006-2008,76.98,CC10396,8326
Bank Charges & Adjustments,2006-2008,80.00,CC10396,8327
Utilities,2006-2008,104.00,CC10396,8328
Durable Assets,2006-2008,50.50,CC10396,8329
Hawaii Election Campaign Fund,2006-2008,102.00,CC10396,8330
Other,2006-2008,124.86,CC10396,8331
Lease/Rent,2006-2008,273.94,CC10396,8332
Professional Services,2006-2008,1367.19,CC10396,8333
Printing,2006-2008,117.57,CC10396,8334
Advertising,2006-2008,3849.58,CC10396,8335
Office Supplies,2006-2008,349.45,CC10396,8336
Vehicle,2006-2008,99.58,CC10396,8337
Food & Beverages,2006-2008,565.57,CC10396,8338
Contribution to Political Party,2006-2008,30.00,CC10349,8339
Filing Fee,2006-2008,258.00,CC10349,8340
Office Supplies,2006-2008,306.74,CC10349,8341
Contribution to Community Organization,2006-2008,300.00,CC10349,8342
Postage/Mailing,2006-2008,3370.77,CC10349,8343
Travel & Lodging,2006-2008,383.94,CC10349,8344
Bank Charges & Adjustments,2006-2008,18.50,CC10349,8345
Other,2010-2012,1702.25,CC10349,8346
Utilities,2006-2008,707.78,CC10349,8347
Advertising,2006-2008,3497.07,CC10349,8348
Other,2006-2008,6937.92,CC10349,8349
Printing,2006-2008,7376.63,CC10349,8350
Professional Services,2006-2008,272.34,CC10349,8351
Food & Beverages,2006-2008,1977.18,CC10349,8352
"Surveys, Polls & Voter Lists",2006-2008,423.72,CC10349,8353
Vehicle,2006-2008,484.31,CC10349,8354
Contribution to Community Organization,2010-2012,545.95,CC10781,8355
Bank Charges & Adjustments,2010-2012,100.00,CC10781,8356
Bank Charges & Adjustments,2008-2010,74.00,CC10781,8357
Food & Beverages,2008-2010,5130.36,CC10781,8358
Postage/Mailing,2010-2012,306.39,CC10781,8359
Postage/Mailing,2008-2010,5250.00,CC10781,8360
Professional Services,2008-2010,750.00,CC10781,8361
Advertising,2008-2010,5192.67,CC10781,8362
Professional Services,2010-2012,250.00,CC10781,8363
Printing,2010-2012,125.64,CC10925,8364
Other,2010-2012,27.44,CC10925,8365
Other,2010-2012,300.00,CC10729,8366
Bank Charges & Adjustments,2008-2010,50.79,CC10729,8367
Advertising,2008-2010,431.25,CC10729,8368
Food & Beverages,2010-2012,61.54,CC10729,8369
Printing,2008-2010,1841.24,CC10729,8370
Postage/Mailing,2008-2010,95.20,CC10729,8371
Professional Services,2012-2014,99.22,CC10244,8372
Bank Charges & Adjustments,2006-2008,148.88,CC10244,8373
Professional Services,2008-2010,98.17,CC10244,8374
Professional Services,2010-2012,117.05,CC10244,8375
Advertising,2006-2008,549.74,CC10244,8376
Office Supplies,2006-2008,128.20,CC10244,8377
Postage/Mailing,2006-2008,12246.24,CC10244,8378
Professional Services,2006-2008,3945.43,CC10244,8379
Other,2006-2008,10132.59,CC10244,8380
Travel & Lodging,2006-2008,185.00,CC10244,8381
Food & Beverages,2006-2008,1205.35,CC10244,8382
Printing,2006-2008,11292.75,CC10244,8383
"Surveys, Polls & Voter Lists",2006-2008,197.36,CC10244,8384
Bank Charges & Adjustments,2006-2008,13.85,CC10407,8385
Professional Services,2006-2008,225.00,CC10407,8386
Printing,2006-2008,381.25,CC10407,8387
Other,2006-2008,742.97,CC10407,8388
Advertising,2006-2008,1020.82,CC10407,8389
Lease/Rent,2006-2008,40.00,CC10407,8390
Food & Beverages,2006-2008,318.59,CC10407,8391
Other,2012-2014,219.58,CC10834,8392
Lease/Rent,2010-2012,824.18,CC10834,8393
Vehicle,2010-2012,150.62,CC10834,8394
Office Supplies,2010-2012,601.73,CC10834,8395
Postage/Mailing,2010-2012,88.31,CC10834,8396
Filing Fee,2010-2012,25.00,CC10834,8397
Printing,2010-2012,3289.98,CC10834,8398
Contribution to Political Party,2010-2012,50.00,CC10834,8399
Other,2010-2012,4318.15,CC10834,8400
Bank Charges & Adjustments,2010-2012,125.00,CC10834,8401
Food & Beverages,2010-2012,2941.71,CC10834,8402
Contribution to Community Organization,2010-2012,1284.00,CC10834,8403
Advertising,2010-2012,3451.23,CC10834,8404
Bank Charges & Adjustments,2010-2012,13.51,CC10989,8405
Advertising,2010-2012,700.79,CC10989,8406
Advertising,2012-2014,59.97,CC10989,8407
Printing,2010-2012,166.04,CC10989,8408
Professional Services,2010-2012,162.50,CC10989,8409
Food & Beverages,2010-2012,341.00,CC10989,8410
Filing Fee,2010-2012,25.00,CC10989,8411
Other,2010-2012,1253.27,CC10989,8412
Contribution to Community Organization,2008-2010,1506.27,CC10239,8413
Office Supplies,2010-2012,32.96,CC10963,8414
Printing,2010-2012,602.00,CC10963,8415
Advertising,2010-2012,1174.00,CC10963,8416
Filing Fee,2010-2012,25.00,CC10963,8417
Other,2010-2012,1070.00,CC10963,8418
Printing,2010-2012,381.69,CC10961,8419
Postage/Mailing,2010-2012,1440.00,CC10961,8420
Food & Beverages,2010-2012,387.85,CC10961,8421
Advertising,2010-2012,156.25,CC10961,8422
Other,2010-2012,574.96,CC10961,8423
Hawaii Election Campaign Fund,2012-2014,165.00,CC10961,8424
Food & Beverages,2010-2012,890.44,CC10707,8425
Hawaii Election Campaign Fund,2010-2012,350.00,CC10707,8426
Advertising,2008-2010,358.87,CC10707,8427
Candidate Fundraiser Tickets,2010-2012,1200.00,CC10707,8428
Candidate Fundraiser Tickets,2012-2014,600.00,CC10707,8429
Food & Beverages,2008-2010,372.00,CC10707,8430
Printing,2008-2010,2056.48,CC10707,8431
Professional Services,2008-2010,50.00,CC10707,8432
Postage/Mailing,2008-2010,44.00,CC10707,8433
Other,2008-2010,3306.11,CC10707,8434
Office Supplies,2008-2010,14.72,CC10707,8435
Other,2012-2014,825.00,CC10707,8436
Lease/Rent,2012-2014,800.00,CC10707,8437
Filing Fee,2008-2010,250.00,CC10606,8438
Durable Assets,2008-2010,145.09,CC10606,8439
Advertising,2010-2012,15.26,CC10934,8440
Advertising,2012-2014,60.00,CC10934,8441
Bank Charges & Adjustments,2008-2010,69.44,CC10606,8442
"Surveys, Polls & Voter Lists",2008-2010,159.23,CC10606,8443
Professional Services,2008-2010,120.00,CC10606,8444
Other,2008-2010,756.00,CC10606,8445
Postage/Mailing,2008-2010,114.00,CC10606,8446
Travel & Lodging,2008-2010,64.03,CC10606,8447
Food & Beverages,2008-2010,706.53,CC10606,8448
Printing,2008-2010,345.55,CC10606,8449
Advertising,2008-2010,3066.25,CC10606,8450
Office Supplies,2008-2010,451.75,CC10606,8451
Food & Beverages,2008-2010,253.92,CC10736,8452
Other,2010-2012,498.81,CC10736,8453
Printing,2008-2010,1210.16,CC10736,8454
Advertising,2008-2010,3882.85,CC10736,8455
Other,2008-2010,105.05,CC10736,8456
Advertising,2012-2014,300.00,CC10249,8457
Travel & Lodging,2008-2010,953.46,CC10249,8458
Contribution to Political Party,2006-2008,150.00,CC10249,8459
"Surveys, Polls & Voter Lists",2008-2010,300.00,CC10249,8460
Contribution to Political Party,2010-2012,120.00,CC10249,8461
Contribution to Political Party,2008-2010,5500.00,CC10249,8462
Professional Services,2010-2012,201.01,CC10249,8463
Bank Charges & Adjustments,2012-2014,3.93,CC10249,8464
Bank Charges & Adjustments,2008-2010,34.30,CC10249,8465
Durable Assets,2010-2012,4093.49,CC10249,8466
Bank Charges & Adjustments,2010-2012,66.86,CC10249,8467
Utilities,2012-2014,71.14,CC10249,8468
Advertising,2006-2008,1405.65,CC10249,8469
Lease/Rent,2008-2010,599.66,CC10249,8470
Contribution to Community Organization,2006-2008,1814.40,CC10249,8471
Contribution to Community Organization,2008-2010,2131.62,CC10249,8472
Postage/Mailing,2008-2010,18568.52,CC10249,8473
Postage/Mailing,2006-2008,14094.41,CC10249,8474
Lease/Rent,2006-2008,834.00,CC10249,8475
"Surveys, Polls & Voter Lists",2010-2012,1001.80,CC10249,8476
"Surveys, Polls & Voter Lists",2012-2014,20463.74,CC10249,8477
Printing,2012-2014,412.57,CC10249,8478
Lease/Rent,2010-2012,1537.87,CC10249,8479
Contribution to Community Organization,2010-2012,1129.44,CC10249,8480
Contribution to Community Organization,2012-2014,2871.83,CC10249,8481
Professional Services,2012-2014,235.00,CC10249,8482
Candidate Fundraiser Tickets,2012-2014,1600.00,CC10249,8483
Other,2010-2012,4827.58,CC10249,8484
Printing,2010-2012,29333.95,CC10249,8485
Printing,2008-2010,19493.38,CC10249,8486
Advertising,2008-2010,987.96,CC10249,8487
Postage/Mailing,2010-2012,37420.61,CC10249,8488
Food & Beverages,2012-2014,766.68,CC10249,8489
Advertising,2010-2012,6579.85,CC10249,8490
Food & Beverages,2010-2012,21728.64,CC10249,8491
Durable Assets,2008-2010,521.47,CC10249,8492
Other,2012-2014,1124.34,CC10249,8493
Office Supplies,2008-2010,977.61,CC10249,8494
Other,2008-2010,3834.61,CC10249,8495
Filing Fee,2008-2010,250.00,CC10249,8496
Filing Fee,2006-2008,585.24,CC10249,8497
"Surveys, Polls & Voter Lists",2006-2008,535.56,CC10249,8498
Candidate Fundraiser Tickets,2008-2010,8000.00,CC10249,8499
Candidate Fundraiser Tickets,2006-2008,5300.00,CC10249,8500
Filing Fee,2010-2012,250.00,CC10249,8501
Printing,2006-2008,10877.68,CC10249,8502
Professional Services,2008-2010,145.55,CC10249,8503
Professional Services,2006-2008,1376.36,CC10249,8504
Other,2006-2008,4532.15,CC10249,8505
Travel & Lodging,2006-2008,2982.05,CC10249,8506
Office Supplies,2010-2012,4262.76,CC10249,8507
Utilities,2006-2008,1531.37,CC10249,8508
Utilities,2010-2012,1084.87,CC10249,8509
Office Supplies,2006-2008,1147.13,CC10249,8510
Utilities,2008-2010,689.60,CC10249,8511
Food & Beverages,2008-2010,12016.49,CC10249,8512
Food & Beverages,2006-2008,18892.59,CC10249,8513
Office Supplies,2012-2014,653.95,CC10249,8514
Candidate Fundraiser Tickets,2008-2010,750.00,CC10203,8515
Contribution to Political Party,2008-2010,300.00,CC10203,8516
Filing Fee,2006-2008,250.00,CC10203,8517
Bank Charges & Adjustments,2006-2008,421.29,CC10203,8518
Bank Charges & Adjustments,2010-2012,42.00,CC10203,8519
Travel & Lodging,2010-2012,247.60,CC10203,8520
"Surveys, Polls & Voter Lists",2008-2010,472.69,CC10203,8521
Bank Charges & Adjustments,2008-2010,148.00,CC10203,8522
Contribution to Political Party,2006-2008,400.00,CC10203,8523
"Surveys, Polls & Voter Lists",2006-2008,1105.07,CC10203,8524
Travel & Lodging,2006-2008,2505.60,CC10203,8525
Candidate Fundraiser Tickets,2010-2012,9095.00,CC10203,8526
Food & Beverages,2010-2012,848.50,CC10203,8527
Contribution to Community Organization,2010-2012,5003.02,CC10203,8528
Travel & Lodging,2008-2010,6365.31,CC10203,8529
Vehicle,2008-2010,1182.58,CC10203,8530
Professional Services,2008-2010,414.77,CC10203,8531
Printing,2008-2010,18729.11,CC10203,8532
Other,2010-2012,333.71,CC10203,8533
Printing,2006-2008,14333.63,CC10203,8534
Insurance,2006-2008,1182.39,CC10203,8535
Insurance,2008-2010,175.86,CC10203,8536
Taxes,2006-2008,319.57,CC10203,8537
Lease/Rent,2008-2010,356.25,CC10203,8538
Contribution to Community Organization,2008-2010,2175.00,CC10203,8539
Contribution to Community Organization,2006-2008,1348.39,CC10203,8540
Utilities,2006-2008,930.14,CC10203,8541
Lease/Rent,2006-2008,16229.15,CC10203,8542
Advertising,2006-2008,63307.67,CC10203,8543
Advertising,2008-2010,2950.29,CC10203,8544
Office Supplies,2010-2012,390.55,CC10203,8545
Office Supplies,2008-2010,2308.64,CC10203,8546
Postage/Mailing,2010-2012,374.00,CC10203,8547
Postage/Mailing,2006-2008,17515.50,CC10203,8548
Professional Services,2006-2008,30511.88,CC10203,8549
Office Supplies,2006-2008,18122.86,CC10203,8550
Durable Assets,2006-2008,3036.97,CC10203,8551
Postage/Mailing,2008-2010,3756.86,CC10203,8552
Food & Beverages,2008-2010,29563.64,CC10203,8553
Other,2008-2010,25214.11,CC10203,8554
Food & Beverages,2006-2008,49109.94,CC10203,8555
Other,2006-2008,66063.52,CC10203,8556
Food & Beverages,2012-2014,3423.85,CC10852,8557
Professional Services,2010-2012,8901.24,CC10852,8558
Advertising,2012-2014,2920.27,CC10852,8559
Lease/Rent,2012-2014,488.02,CC10852,8560
Office Supplies,2012-2014,100.00,CC10852,8561
Bank Charges & Adjustments,2010-2012,151.15,CC10852,8562
Printing,2010-2012,694.42,CC10852,8563
Postage/Mailing,2010-2012,646.65,CC10852,8564
Office Supplies,2010-2012,1795.53,CC10852,8565
Advertising,2010-2012,81582.05,CC10852,8566
Other,2010-2012,1046.48,CC10852,8567
Food & Beverages,2010-2012,6656.94,CC10852,8568
Filing Fee,2010-2012,250.00,CC10914,8569
Food & Beverages,2010-2012,2072.55,CC10914,8570
Postage/Mailing,2010-2012,310.50,CC10914,8571
Office Supplies,2010-2012,513.75,CC10914,8572
Professional Services,2012-2014,142.60,CC10914,8573
Other,2010-2012,9305.90,CC10914,8574
Professional Services,2010-2012,23425.01,CC10914,8575
Office Supplies,2012-2014,168.24,CC10914,8576
Contribution to Community Organization,2012-2014,81.25,CC10914,8577
Postage/Mailing,2012-2014,294.20,CC10914,8578
Printing,2012-2014,4988.61,CC10914,8579
Food & Beverages,2012-2014,1977.34,CC10914,8580
Employee Services,2008-2010,300.00,CC10246,8581
Durable Assets,2006-2008,251.27,CC10246,8582
Professional Services,2006-2008,68.75,CC10246,8583
Contribution to Community Organization,2010-2012,100.00,CC10246,8584
"Surveys, Polls & Voter Lists",2010-2012,261.78,CC10246,8585
"Surveys, Polls & Voter Lists",2006-2008,418.85,CC10246,8586
"Surveys, Polls & Voter Lists",2012-2014,184.73,CC10246,8587
Printing,2008-2010,15660.71,CC10246,8588
