Reg No,Expenditure Category,Election Period,Amount
CC11114,Office Supplies,2012-2014,263.65
CC11114,Postage/Mailing,2012-2014,75.60
CC11114,"Advertising, Media & Collateral Materials",2012-2014,4470.23
CC11114,"Contract, Employee & Professional Services",2012-2014,405.00
CC11114,Donations,2012-2014,500.00
CC11114,Food & Beverages,2014-2016,3504.54
CC11114,"Surveys, Polls, Research & Voter Lists",2014-2016,321.52
CC11114,Campaign Headquarters,2014-2016,150.00
CC11114,Other,2014-2016,1510.18
CC11114,Postage/Mailing,2014-2016,189.44
CC11114,"Bank Charges, Merchant Fees & Adjustments",2014-2016,26.00
CC11114,Donations,2014-2016,1917.14
CC11114,Office Supplies,2014-2016,540.98
CC11114,"Printing, Postage, Mailing & Freight",2014-2016,4625.12
CC11114,"Advertising, Media & Collateral Materials",2014-2016,9518.80
CC11114,"Vehicle, Gas & Parking",2014-2016,31.16
CC11114,Food & Beverages,2016-2018,4409.22
CC11114,Candidate Fundraiser Tickets,2016-2018,85.00
CC11114,Campaign Headquarters,2016-2018,36.00
CC11114,Office Supplies,2016-2018,1330.39
CC11114,Other,2016-2018,1052.74
CC11114,"Advertising, Media & Collateral Materials",2016-2018,4675.59
CC11114,"Printing, Postage, Mailing & Freight",2016-2018,3527.81
CC11114,Postage/Mailing,2016-2018,130.00
CC11114,Donations,2016-2018,595.00
CC11114,"Vehicle, Gas & Parking",2018-2020,40.00
CC11114,"Printing, Postage, Mailing & Freight",2018-2020,387.96
CC11114,Other,2018-2020,550.36
CC11114,Employee Services,2018-2020,500.00
CC11114,Hawaii Election Campaign Fund,2018-2020,100.00
CC11114,Donations,2018-2020,477.14
CC11114,Office Supplies,2018-2020,478.94
CC11114,Durable Assets (Supplies/Equipment),2018-2020,86.90
CC11114,Candidate Fundraiser Tickets,2018-2020,675.00
CC11114,Food & Beverages,2018-2020,2269.79
CC11114,"Advertising, Media & Collateral Materials",2018-2020,5670.68
CC11114,Food & Beverages,2020-2022,181.02
CC11114,Events & Activities,2020-2022,90.37
CC11114,Employee/Volunteer Gifts,2020-2022,36.34
CC11114,"Advertising, Media & Collateral Materials",2020-2022,510.75
CC11115,Other,2012-2014,100.00
CC11115,"Filing Fee, Escheat, Fine",2012-2014,25.00
CC11115,"Printing, Postage, Mailing & Freight",2012-2014,145.53
CC11115,Contribution to Political Party,2012-2014,105.00
CC11115,Office Supplies,2012-2014,13.79
CC11115,Hawaii Election Campaign Fund,2014-2018,5.53
CC11115,Donations,2014-2018,205.15
CC11118,"Advertising, Media & Collateral Materials",2012-2014,8398.69
CC11118,"Filing Fee, Escheat, Fine",2012-2014,25.00
CC11118,"Vehicle, Gas & Parking",2012-2014,92.96
CC11118,"Printing, Postage, Mailing & Freight",2012-2014,885.13
CC11118,"Bank Charges, Merchant Fees & Adjustments",2012-2014,16.00
CC11119,"Filing Fee, Escheat, Fine",2012-2014,25.00
CC11120,"Bank Charges, Merchant Fees & Adjustments",2012-2014,46.80
CC11120,"Contract, Employee & Professional Services",2012-2014,400.86
CC11120,Postage/Mailing,2012-2014,4569.30
CC11120,Other,2012-2014,2096.70
CC11120,Food & Beverages,2012-2014,1338.02
CC11120,"Filing Fee, Escheat, Fine",2012-2014,250.00
CC11120,"Advertising, Media & Collateral Materials",2012-2014,125.00
CC11120,Office Supplies,2012-2014,236.78
CC11120,"Printing, Postage, Mailing & Freight",2012-2014,5712.12
CC11120,Contribution to Political Party,2014-2016,160.00
CC11120,Other,2014-2016,72.82
CC11120,"Bank Charges, Merchant Fees & Adjustments",2014-2016,105.66
CC11121,"Advertising, Media & Collateral Materials",2012-2014,1116.23
CC11121,Other,2012-2014,0.00
CC11122,"Printing, Postage, Mailing & Freight",2012-2014,308.53
CC11122,Hawaii Election Campaign Fund,2012-2014,35.00
CC11122,"Vehicle, Gas & Parking",2012-2014,44.00
CC11122,Employee Services,2014-2016,12.43
CC11125,Other,2010-2014,172.43
CC11125,"Printing, Postage, Mailing & Freight",2010-2014,22.47
CC11125,"Filing Fee, Escheat, Fine",2010-2014,75.00
CC11125,Travel & Lodging,2010-2014,6170.62
CC11125,"Advertising, Media & Collateral Materials",2010-2014,2947.91
CC11125,"Bank Charges, Merchant Fees & Adjustments",2010-2014,213.70
CC11125,Food & Beverages,2010-2014,596.65
CC11125,Food & Beverages,2014-2018,763.57
CC11125,"Bank Charges, Merchant Fees & Adjustments",2014-2018,3.50
CC11125,Travel & Lodging,2014-2018,572.70
CC11125,Other,2014-2018,65.57
CC11126,Campaign Headquarters,2012-2014,800.00
CC11126,"Advertising, Media & Collateral Materials",2012-2014,22485.35
CC11126,Other,2012-2014,5061.70
CC11126,"Filing Fee, Escheat, Fine",2012-2014,250.00
CC11126,Food & Beverages,2012-2014,5905.54
CC11126,"Printing, Postage, Mailing & Freight",2012-2014,6191.72
CC11126,Office Supplies,2012-2014,91.29
CC11126,Postage/Mailing,2012-2014,558.34
CC11126,"Contract, Employee & Professional Services",2012-2014,559.88
CC11126,Candidate Fundraiser Tickets,2012-2014,79.17
CC11126,Travel & Lodging,2012-2014,76.32
CC11126,Contribution to Political Party,2014-2016,250.00
CC11126,Insurance,2014-2016,456.38
CC11126,Campaign Headquarters,2014-2016,1000.00
CC11126,"Bank Charges, Merchant Fees & Adjustments",2014-2016,140.00
CC11126,Travel & Lodging,2014-2016,198.00
CC11126,Other,2014-2016,252.72
CC11126,Postage/Mailing,2014-2016,37.70
CC11126,Donations,2014-2016,90.00
CC11126,Food & Beverages,2014-2016,4035.01
CC11126,"Advertising, Media & Collateral Materials",2014-2016,11682.84
CC11126,"Printing, Postage, Mailing & Freight",2014-2016,682.36
CC11126,"Surveys, Polls, Research & Voter Lists",2014-2016,248.01
CC11126,Office Supplies,2014-2016,270.82
CC11126,"Contract, Employee & Professional Services",2014-2016,900.00
CC11126,Candidate Fundraiser Tickets,2014-2016,130.00
CC11126,Food & Beverages,2016-2018,451.98
CC11126,"Printing, Postage, Mailing & Freight",2016-2018,25.00
CC11126,"Advertising, Media & Collateral Materials",2016-2018,326.20
CC11127,Other,2010-2014,231.84
CC11127,"Advertising, Media & Collateral Materials",2010-2014,1014.33
CC11127,Office Supplies,2010-2014,103.11
CC11127,"Filing Fee, Escheat, Fine",2010-2014,50.00
CC11127,"Bank Charges, Merchant Fees & Adjustments",2010-2014,3.00
CC11127,Travel & Lodging,2010-2014,666.97
CC11127,"Contract, Employee & Professional Services",2010-2014,3500.00
CC11127,Contribution to Political Party,2010-2014,25.00
CC11127,"Bank Charges, Merchant Fees & Adjustments",2014-2018,32.00
CC11129,"Advertising, Media & Collateral Materials",2012-2014,1725.65
CC11129,"Printing, Postage, Mailing & Freight",2012-2014,9222.91
CC11129,Office Supplies,2012-2014,81.38
CC11129,Food & Beverages,2012-2014,204.30
CC11129,Other,2012-2014,124.26
CC11129,"Contract, Employee & Professional Services",2012-2014,3318.62
CC11129,"Bank Charges, Merchant Fees & Adjustments",2012-2014,312.40
CC11129,"Bank Charges, Merchant Fees & Adjustments",2014-2016,11.90
CC11129,Office Supplies,2014-2016,1.21
CC11129,Other,2014-2016,315.58
CC11129,"Printing, Postage, Mailing & Freight",2014-2016,547.00
CC11129,Food & Beverages,2014-2016,345.37
CC11129,"Contract, Employee & Professional Services",2014-2016,500.00
CC11130,"Filing Fee, Escheat, Fine",2012-2014,25.00
CC11130,Contribution to Political Party,2012-2014,84.99
CC11130,Other,2012-2014,0.82
CC11130,"Advertising, Media & Collateral Materials",2012-2014,651.53
CC11130,Postage/Mailing,2012-2014,6.45
CC11130,"Bank Charges, Merchant Fees & Adjustments",2012-2014,27.40
CC11131,"Printing, Postage, Mailing & Freight",2012-2014,2.46
CC11131,Food & Beverages,2012-2014,73.93
CC11131,"Filing Fee, Escheat, Fine",2012-2014,25.00
CC11131,"Advertising, Media & Collateral Materials",2012-2014,5580.22
CC11131,"Surveys, Polls, Research & Voter Lists",2012-2014,222.66
CC11131,Office Supplies,2012-2014,200.17
CC11132,"Filing Fee, Escheat, Fine",2010-2014,750.00
CC11132,"Printing, Postage, Mailing & Freight",2010-2014,0.57
CC11132,Other,2010-2014,1355.28
CC11132,"Advertising, Media & Collateral Materials",2010-2014,2396.82
CC11133,"Filing Fee, Escheat, Fine",2010-2014,75.00
CC11135,Contribution to Political Party,2012-2014,50.00
CC11135,Campaign Headquarters,2012-2014,48.00
CC11135,"Filing Fee, Escheat, Fine",2012-2014,25.00
CC11135,Other,2012-2014,53.76
CC11135,Food & Beverages,2012-2014,54.57
CC11135,Durable Assets (Supplies/Equipment),2012-2014,341.95
CC11135,"Vehicle, Gas & Parking",2012-2014,16.56
CC11135,"Advertising, Media & Collateral Materials",2012-2014,2941.53
CC11135,Candidate Fundraiser Tickets,2012-2014,440.00
CC11135,"Bank Charges, Merchant Fees & Adjustments",2012-2014,2.00
CC11136,"Advertising, Media & Collateral Materials",2012-2014,793.75
CC11137,"Contract, Employee & Professional Services",2010-2014,340.31
CC11137,Office Supplies,2010-2014,30.68
CC11137,Utilities,2010-2014,83.78
CC11137,Postage/Mailing,2010-2014,2939.38
CC11137,"Surveys, Polls, Research & Voter Lists",2010-2014,399.48
CC11137,"Advertising, Media & Collateral Materials",2010-2014,15743.95
CC11137,Food & Beverages,2010-2014,850.50
CC11137,"Bank Charges, Merchant Fees & Adjustments",2014-2018,200.00
CC11137,Office Supplies,2014-2018,-20.64
CC11137,"Advertising, Media & Collateral Materials",2014-2018,2533.93
CC11138,Donations,2012-2014,140.00
CC11138,Food & Beverages,2012-2014,136.22
CC11138,"Filing Fee, Escheat, Fine",2012-2014,25.00
CC11138,Candidate Fundraiser Tickets,2012-2014,50.00
CC11138,Office Supplies,2012-2014,113.10
CC11138,Postage/Mailing,2012-2014,29.40
CC11138,"Advertising, Media & Collateral Materials",2012-2014,500.00
CC11138,Campaign Headquarters,2012-2014,135.00
CC11138,Other,2012-2014,2355.73
CC11138,"Printing, Postage, Mailing & Freight",2012-2014,74.88
CC11138,Postage/Mailing,2014-2016,23.50
CC11138,Other,2014-2016,2227.59
CC11138,"Advertising, Media & Collateral Materials",2014-2016,1970.12
CC11138,"Contract, Employee & Professional Services",2014-2016,15.63
CC11138,Office Supplies,2014-2016,109.95
CC11138,"Filing Fee, Escheat, Fine",2014-2016,25.00
CC11138,Food & Beverages,2014-2016,424.57
CC11138,Other,2016-2018,292.84
CC11138,Postage/Mailing,2016-2018,23.77
CC11138,Office Supplies,2016-2018,26.00
CC11138,"Advertising, Media & Collateral Materials",2016-2018,3575.93
CC11138,Campaign Headquarters,2016-2018,75.00
CC11138,Candidate Fundraiser Tickets,2016-2018,250.00
CC11138,Food & Beverages,2016-2018,468.00
CC11139,"Contract, Employee & Professional Services",2012-2014,1186.64
CC11139,Postage/Mailing,2012-2014,322.83
CC11139,"Printing, Postage, Mailing & Freight",2012-2014,1939.71
CC11139,"Bank Charges, Merchant Fees & Adjustments",2012-2014,26.43
CC11139,Other,2012-2014,1554.39
CC11140,Food & Beverages,2012-2014,1696.53
CC11140,"Bank Charges, Merchant Fees & Adjustments",2012-2014,131.64
CC11140,Travel & Lodging,2012-2014,225.10
CC11140,Other,2012-2014,372.93
CC11140,"Printing, Postage, Mailing & Freight",2012-2014,3327.22
CC11140,"Advertising, Media & Collateral Materials",2012-2014,18922.43
CC11140,Campaign Headquarters,2012-2014,916.65
CC11140,Postage/Mailing,2012-2014,3256.00
CC11140,"Contract, Employee & Professional Services",2012-2014,350.00
CC11140,Other,2014-2018,2159.98
CC11140,"Advertising, Media & Collateral Materials",2014-2018,2697.38
CC11140,Food & Beverages,2014-2018,3450.00
CC11140,Donations,2014-2018,3897.08
CC11140,"Bank Charges, Merchant Fees & Adjustments",2014-2018,600.00
CC11141,Postage/Mailing,2012-2014,22.40
CC11141,"Bank Charges, Merchant Fees & Adjustments",2012-2014,52.25
CC11141,Other,2012-2014,210.30
CC11141,Travel & Lodging,2012-2014,40.42
CC11141,Food & Beverages,2012-2014,242.27
CC11141,"Printing, Postage, Mailing & Freight",2012-2014,217.62
CC11141,"Advertising, Media & Collateral Materials",2012-2014,4925.53
CC11141,Candidate Fundraiser Tickets,2012-2014,175.00
CC11141,"Advertising, Media & Collateral Materials",2014-2016,135.87
CC11141,"Bank Charges, Merchant Fees & Adjustments",2014-2016,109.89
CC11141,Donations,2014-2016,488.86
CC11142,"Filing Fee, Escheat, Fine",2012-2014,25.00
CC11142,"Contract, Employee & Professional Services",2012-2014,309.96
CC11142,"Advertising, Media & Collateral Materials",2012-2014,1304.35
CC11142,Postage/Mailing,2012-2014,219.70
CC11142,"Printing, Postage, Mailing & Freight",2012-2014,74.22
CC11142,Other,2012-2014,70.43
CC11142,Office Supplies,2012-2014,10.41
CC11142,"Filing Fee, Escheat, Fine",2014-2016,35.00
CC11142,Travel & Lodging,2014-2016,161.00
CC11142,"Advertising, Media & Collateral Materials",2014-2016,6540.85
CC11142,"Bank Charges, Merchant Fees & Adjustments",2014-2016,61.18
CC11142,"Contract, Employee & Professional Services",2014-2016,244.92
CC11142,Postage/Mailing,2014-2016,103.91
CC11142,Other,2014-2016,149.74
CC11142,Postage/Mailing,2016-2018,6.45
CC11142,"Contract, Employee & Professional Services",2016-2018,74.95
CC11143,Other,2012-2014,1217.47
CC11143,Food & Beverages,2012-2014,215.40
CC11143,"Advertising, Media & Collateral Materials",2012-2014,936.75
CC11143,Postage/Mailing,2012-2014,1987.49
CC11143,"Bank Charges, Merchant Fees & Adjustments",2012-2014,66.72
CC11143,Campaign Headquarters,2012-2014,25.00
CC11143,"Printing, Postage, Mailing & Freight",2012-2014,6373.48
CC11143,Office Supplies,2012-2014,105.69
CC11143,"Contract, Employee & Professional Services",2012-2014,300.00
CC11144,"Filing Fee, Escheat, Fine",2012-2014,25.00
CC11145,Other,2012-2014,19.35
CC11145,"Advertising, Media & Collateral Materials",2012-2014,468.00
CC11145,"Filing Fee, Escheat, Fine",2012-2014,25.00
CC11145,"Printing, Postage, Mailing & Freight",2012-2014,401.93
CC11146,Postage/Mailing,2012-2014,49.00
CC11146,"Bank Charges, Merchant Fees & Adjustments",2012-2014,8.34
CC11146,"Vehicle, Gas & Parking",2012-2014,20.00
CC11146,Other,2012-2014,25.00
CC11146,Food & Beverages,2012-2014,44.00
CC11146,"Printing, Postage, Mailing & Freight",2012-2014,993.56
CC11146,"Advertising, Media & Collateral Materials",2012-2014,150.00
CC11146,Office Supplies,2012-2014,12.54
CC11146,"Contract, Employee & Professional Services",2014-2016,727.50
CC11146,"Vehicle, Gas & Parking",2014-2016,443.09
CC11146,Office Supplies,2014-2016,311.76
CC11146,Travel & Lodging,2014-2016,133.36
CC11146,"Surveys, Polls, Research & Voter Lists",2014-2016,255.76
CC11146,Durable Assets (Supplies/Equipment),2014-2016,50.24
CC11146,Other,2014-2016,552.44
CC11146,"Printing, Postage, Mailing & Freight",2014-2016,7716.70
CC11146,Postage/Mailing,2014-2016,9509.39
CC11146,"Advertising, Media & Collateral Materials",2014-2016,7300.20
CC11146,"Bank Charges, Merchant Fees & Adjustments",2014-2016,180.90
CC11146,Campaign Headquarters,2014-2016,362.50
CC11146,Food & Beverages,2014-2016,2768.11
CC11146,Utilities,2014-2016,941.40
CC11146,"Vehicle, Gas & Parking",2016-2018,100.00
CC11146,Donations,2016-2018,875.00
CC11146,Utilities,2016-2018,83.76
CC11146,Travel & Lodging,2016-2018,432.04
CC11146,"Surveys, Polls, Research & Voter Lists",2016-2018,60.00
CC11146,Postage/Mailing,2016-2018,4939.79
CC11146,Food & Beverages,2016-2018,6530.22
CC11146,Office Supplies,2016-2018,844.85
CC11146,"Bank Charges, Merchant Fees & Adjustments",2016-2018,411.37
CC11146,Hawaii Election Campaign Fund,2016-2018,1062.28
CC11146,Other,2016-2018,6048.31
CC11146,"Filing Fee, Escheat, Fine",2016-2018,250.00
CC11146,"Contract, Employee & Professional Services",2016-2018,6480.55
CC11146,"Advertising, Media & Collateral Materials",2016-2018,7858.00
CC11146,"Printing, Postage, Mailing & Freight",2016-2018,9278.81
CC11146,Durable Assets (Supplies/Equipment),2016-2018,650.00
CC11146,Candidate Fundraiser Tickets,2016-2018,150.00
CC11146,Contribution to Political Party,2016-2018,100.00
CC11146,Campaign Headquarters,2016-2018,2921.07
CC11146,"Bank Charges, Merchant Fees & Adjustments",2018-2020,189.47
CC11146,Refund,2018-2020,250.00
CC11146,Food & Beverages,2018-2020,3599.32
CC11146,"Advertising, Media & Collateral Materials",2018-2020,6772.33
CC11146,Membership & Subscription Fees,2018-2020,215.29
CC11146,Campaign Headquarters,2018-2020,87.23
CC11146,"Contract, Employee & Professional Services",2018-2020,1689.95
CC11146,Candidate Fundraiser Tickets,2018-2020,50.00
CC11146,Employee/Volunteer Gifts,2018-2020,255.41
CC11146,Office Supplies,2018-2020,771.96
CC11146,"Filing Fee, Escheat, Fine",2018-2020,300.00
CC11146,Other,2018-2020,1348.52
CC11146,Postage/Mailing,2018-2020,150.00
CC11146,"Vehicle, Gas & Parking",2018-2020,112.19
CC11146,Travel & Lodging,2018-2020,554.93
CC11146,Donations,2018-2020,625.32
CC11146,"Printing, Postage, Mailing & Freight",2018-2020,13525.72
CC11146,"Surveys, Polls, Research & Voter Lists",2018-2020,250.57
CC11146,Membership & Subscription Fees,2020-2022,124.52
CC11146,"Printing, Postage, Mailing & Freight",2020-2022,964.38
CC11146,Office Supplies,2020-2022,222.03
CC11146,"Bank Charges, Merchant Fees & Adjustments",2020-2022,27.40
CC11146,Food & Beverages,2020-2022,1178.73
CC11146,"Advertising, Media & Collateral Materials",2020-2022,2943.79
CC11146,"Contract, Employee & Professional Services",2020-2022,489.95
CC11147,"Contract, Employee & Professional Services",2012-2014,2568.54
CC11147,Other,2012-2014,107.46
CC11147,Office Supplies,2012-2014,18.12
CC11147,"Filing Fee, Escheat, Fine",2012-2014,250.00
CC11147,"Printing, Postage, Mailing & Freight",2012-2014,2042.11
CC11147,Candidate Fundraiser Tickets,2014-2018,2000.00
CC11147,Candidate Fundraiser Tickets,2018-2022,800.00
CC11148,"Advertising, Media & Collateral Materials",2012-2014,1809.36
CC11148,Travel & Lodging,2012-2014,465.62
CC11148,"Filing Fee, Escheat, Fine",2012-2014,25.00
CC11148,"Bank Charges, Merchant Fees & Adjustments",2014-2016,67.70
CC11149,"Filing Fee, Escheat, Fine",2012-2014,60.00
CC11149,Other,2012-2014,128.69
CC11149,"Bank Charges, Merchant Fees & Adjustments",2012-2014,107.08
CC11149,"Vehicle, Gas & Parking",2012-2014,63.63
CC11149,Food & Beverages,2012-2014,108.24
CC11149,Office Supplies,2012-2014,2.28
CC11149,"Printing, Postage, Mailing & Freight",2012-2014,166.57
CC11149,Travel & Lodging,2012-2014,136.66
CC11149,"Advertising, Media & Collateral Materials",2012-2014,1323.47
CC11149,Candidate Fundraiser Tickets,2012-2014,206.98
CC11150,Office Supplies,2012-2014,9.04
CC11150,Postage/Mailing,2012-2014,355.70
CC11150,"Advertising, Media & Collateral Materials",2012-2014,1274.78
CC11150,"Printing, Postage, Mailing & Freight",2012-2014,1011.38
CC11150,Other,2012-2014,1095.90
CC11150,Candidate Fundraiser Tickets,2014-2016,249.32
CC11150,Office Supplies,2014-2016,37.68
CC11150,Other,2014-2016,250.00
CC11150,"Filing Fee, Escheat, Fine",2014-2016,25.00
CC11150,"Printing, Postage, Mailing & Freight",2014-2016,291.45
CC11150,"Filing Fee, Escheat, Fine",2016-2018,25.00
CC11150,Other,2016-2018,534.00
CC11150,"Printing, Postage, Mailing & Freight",2016-2018,102.90
CC11151,Other,2012-2014,50.00
CC11151,Other,2014-2018,1.00
CC11152,"Bank Charges, Merchant Fees & Adjustments",2012-2014,2.06
CC11152,"Contract, Employee & Professional Services",2012-2014,1833.03
CC11152,"Advertising, Media & Collateral Materials",2012-2014,324.31
CC11152,Office Supplies,2012-2014,245.69
CC11152,"Filing Fee, Escheat, Fine",2012-2014,250.00
CC11152,"Printing, Postage, Mailing & Freight",2012-2014,3054.20
CC11152,Other,2012-2014,891.40
CC11153,"Advertising, Media & Collateral Materials",2012-2014,4946.94
CC11153,"Bank Charges, Merchant Fees & Adjustments",2012-2014,91.54
CC11153,Postage/Mailing,2012-2014,1534.41
CC11153,Office Supplies,2012-2014,168.06
CC11153,"Printing, Postage, Mailing & Freight",2012-2014,4738.38
CC11153,Other,2012-2014,164.22
CC11153,"Contract, Employee & Professional Services",2014-2016,260.00
CC11153,"Bank Charges, Merchant Fees & Adjustments",2014-2016,44.05
CC11153,Donations,2014-2016,1518.50
CC11153,Other,2014-2016,250.00
CC11155,Office Supplies,2012-2014,72.35
CC11155,"Printing, Postage, Mailing & Freight",2012-2014,132.89
CC11155,"Advertising, Media & Collateral Materials",2012-2014,456.08
CC11155,"Filing Fee, Escheat, Fine",2012-2014,25.00
CC11155,Postage/Mailing,2012-2014,48.00
CC11156,"Filing Fee, Escheat, Fine",2012-2014,25.00
CC11156,"Printing, Postage, Mailing & Freight",2012-2014,786.06
CC11156,"Advertising, Media & Collateral Materials",2012-2014,25.21
CC11156,"Bank Charges, Merchant Fees & Adjustments",2012-2014,19.80
CC11156,"Contract, Employee & Professional Services",2012-2014,76.69
CC11156,"Bank Charges, Merchant Fees & Adjustments",2014-2018,4.95
CC11158,"Advertising, Media & Collateral Materials",2012-2014,1289.09
CC11158,Campaign Headquarters,2012-2014,325.00
CC11158,"Filing Fee, Escheat, Fine",2012-2014,25.00
CC11158,Travel & Lodging,2012-2014,222.00
CC11158,Office Supplies,2012-2014,610.55
CC11158,Food & Beverages,2012-2014,2045.64
CC11158,Office Supplies,2014-2016,212.47
CC11158,Food & Beverages,2014-2016,2355.90
CC11158,Campaign Headquarters,2014-2016,102.00
CC11158,Other,2014-2016,2000.00
CC11158,Donations,2014-2016,4000.00
CC11158,Office Supplies,2016-2018,318.79
CC11158,Donations,2016-2018,1000.00
CC11158,Food & Beverages,2016-2018,800.63
CC11159,"Filing Fee, Escheat, Fine",2012-2014,250.00
CC11160,"Vehicle, Gas & Parking",2010-2014,113.94
CC11160,"Filing Fee, Escheat, Fine",2010-2014,0.00
CC11162,Other,2012-2014,140.00
CC11162,"Advertising, Media & Collateral Materials",2012-2014,776.00
CC11162,"Filing Fee, Escheat, Fine",2012-2014,250.00
CC11162,Other,2016-2018,185.00
CC11162,"Advertising, Media & Collateral Materials",2016-2018,387.27
CC11162,"Vehicle, Gas & Parking",2016-2018,15.00
CC11162,Refund,2020-2022,22.94
CC11163,"Filing Fee, Escheat, Fine",2012-2014,25.00
CC11163,Office Supplies,2012-2014,6.24
CC11163,"Advertising, Media & Collateral Materials",2012-2014,516.36
CC11163,"Bank Charges, Merchant Fees & Adjustments",2014-2016,10.00
CC11163,Other,2016-2018,9.73
CC11163,Hawaii Election Campaign Fund,2016-2018,66.67
CC11164,Other,2012-2014,423.44
CC11164,"Advertising, Media & Collateral Materials",2012-2014,352.65
CC11164,"Filing Fee, Escheat, Fine",2012-2014,250.00
CC11164,"Printing, Postage, Mailing & Freight",2012-2014,632.42
CC11164,"Vehicle, Gas & Parking",2012-2014,60.00
CC11164,"Contract, Employee & Professional Services",2012-2014,300.00
CC11164,Food & Beverages,2012-2014,25.00
CC11164,"Bank Charges, Merchant Fees & Adjustments",2014-2016,148.92
CC11164,Utilities,2014-2016,420.00
CC11165,Office Supplies,2012-2014,234.16
CC11165,Candidate Fundraiser Tickets,2012-2014,58.86
CC11165,"Advertising, Media & Collateral Materials",2012-2014,722.07
CC11165,Other,2012-2014,3352.23
CC11165,"Printing, Postage, Mailing & Freight",2012-2014,7127.61
CC11165,"Bank Charges, Merchant Fees & Adjustments",2012-2014,312.62
CC11165,Food & Beverages,2012-2014,1777.18
CC11165,"Surveys, Polls, Research & Voter Lists",2012-2014,28.52
CC11165,"Bank Charges, Merchant Fees & Adjustments",2014-2018,77.30
CC11165,"Advertising, Media & Collateral Materials",2014-2018,78.53
CC11166,"Advertising, Media & Collateral Materials",2012-2014,13.17
CC11166,Other,2012-2014,54.12
CC11166,"Printing, Postage, Mailing & Freight",2012-2014,780.10
CC11166,"Contract, Employee & Professional Services",2012-2014,975.69
CC11166,"Filing Fee, Escheat, Fine",2012-2014,250.00
CC11166,Office Supplies,2012-2014,133.09
CC11166,Other,2014-2016,800.00
CC11167,Other,2012-2014,18.16
CC11167,"Printing, Postage, Mailing & Freight",2012-2014,129.99
CC11167,"Bank Charges, Merchant Fees & Adjustments",2014-2016,1.85
CC11169,"Printing, Postage, Mailing & Freight",2012-2014,207.26
CC11169,Other,2012-2014,70.00
CC11169,Office Supplies,2012-2014,26.19
CC11169,"Contract, Employee & Professional Services",2012-2014,30.60
CC11169,"Vehicle, Gas & Parking",2012-2014,150.31
CC11169,"Filing Fee, Escheat, Fine",2012-2014,25.00
CC11169,Food & Beverages,2012-2014,10.24
CC11170,"Advertising, Media & Collateral Materials",2012-2014,468.00
CC11170,"Printing, Postage, Mailing & Freight",2012-2014,878.94
CC11170,"Filing Fee, Escheat, Fine",2012-2014,73.50
CC11170,"Bank Charges, Merchant Fees & Adjustments",2016-2020,820.81
CC11171,"Advertising, Media & Collateral Materials",2012-2014,878.34
CC11171,Hawaii Election Campaign Fund,2012-2014,25.00
CC11171,"Printing, Postage, Mailing & Freight",2012-2014,56.09
CC11173,"Advertising, Media & Collateral Materials",2010-2014,260.00
CC11173,Utilities,2010-2014,411.37
CC11175,"Contract, Employee & Professional Services",2012-2014,14.95
CC11175,"Filing Fee, Escheat, Fine",2012-2014,25.00
CC11175,Hawaii Election Campaign Fund,2012-2014,125.00
CC11175,"Advertising, Media & Collateral Materials",2012-2014,328.12
CC11176,"Filing Fee, Escheat, Fine",2010-2014,25.00
CC11177,"Printing, Postage, Mailing & Freight",2012-2014,729.00
CC11177,"Filing Fee, Escheat, Fine",2012-2014,25.00
CC11177,"Advertising, Media & Collateral Materials",2012-2014,332.80
CC11177,Other,2012-2014,2130.24
CC11177,Food & Beverages,2012-2014,256.06
CC11177,"Surveys, Polls, Research & Voter Lists",2012-2014,12.00
CC11178,"Filing Fee, Escheat, Fine",2014-2016,25.00
CC11178,"Printing, Postage, Mailing & Freight",2014-2016,164.64
CC11178,Office Supplies,2014-2016,95.66
CC11178,"Advertising, Media & Collateral Materials",2014-2016,119.80
CC11178,Postage/Mailing,2014-2016,229.81
CC11178,Other,2016-2018,122.63
CC11179,Postage/Mailing,2014-2016,7465.28
CC11179,Travel & Lodging,2014-2016,7409.85
CC11179,Food & Beverages,2014-2016,16386.18
CC11179,Office Supplies,2014-2016,843.99
CC11179,Utilities,2014-2016,501.59
CC11179,"Vehicle, Gas & Parking",2014-2016,39.54
CC11179,"Surveys, Polls, Research & Voter Lists",2014-2016,300.00
CC11179,"Advertising, Media & Collateral Materials",2014-2016,9367.81
CC11179,"Bank Charges, Merchant Fees & Adjustments",2014-2016,107.30
CC11179,Campaign Headquarters,2014-2016,3134.00
CC11179,"Contract, Employee & Professional Services",2014-2016,6504.63
CC11179,"Printing, Postage, Mailing & Freight",2014-2016,24796.21
CC11179,Hawaii Election Campaign Fund,2014-2016,250.00
CC11179,"Filing Fee, Escheat, Fine",2014-2016,250.00
CC11179,Other,2014-2016,4372.37
CC11179,"Printing, Postage, Mailing & Freight",2016-2018,14207.87
CC11179,"Advertising, Media & Collateral Materials",2016-2018,5631.80
CC11179,Insurance,2016-2018,70.33
CC11179,Utilities,2016-2018,141.33
CC11179,Travel & Lodging,2016-2018,2908.93
CC11179,Hawaii Election Campaign Fund,2016-2018,1083.33
CC11179,Office Supplies,2016-2018,192.75
CC11179,Food & Beverages,2016-2018,10897.10
CC11179,Postage/Mailing,2016-2018,6976.88
CC11179,Campaign Headquarters,2016-2018,4341.00
CC11179,Other,2016-2018,11490.34
