expenditure_category,election_period,amount,reg_no,id
Filing Fee,2012-2014,25,CC10979,12574
Other,2012-2014,306,CC10979,12575
Bank Charges & Adjustments,2012-2014,64.76,CC10979,12576
Food & Beverages,2012-2014,427.91,CC10979,12577
Printing,2012-2014,712.04,CC10979,12578
Advertising,2012-2014,989.51,CC10979,12579
Advertising,2010-2012,745.09,CC10980,12580
Vehicle,2010-2012,8.88,CC10980,12581
Office Supplies,2010-2012,68.7,CC10980,12582
Other,2010-2012,40,CC10980,12583
Food & Beverages,2010-2012,75,CC10981,12584
Lease/Rent,2010-2012,2425,CC10981,12585
Filing Fee,2010-2012,25,CC10981,12586
Printing,2010-2012,2366,CC10981,12587
Advertising,2010-2012,17953.64,CC10981,12588
Travel & Lodging,2010-2012,1341,CC10981,12589
Bank Charges & Adjustments,2010-2012,21,CC10981,12590
Printing,2012-2014,503.96,CC10981,12591
Filing Fee,2012-2014,25,CC10981,12592
Postage/Mailing,2012-2014,122.13,CC10981,12593
Food & Beverages,2012-2014,990.39,CC10981,12594
Office Supplies,2012-2014,18.64,CC10981,12595
Lease/Rent,2012-2014,699.31,CC10981,12596
Other,2012-2014,1166.28,CC10981,12597
Advertising,2012-2014,18757.46,CC10981,12598
Professional Services,2012-2014,2157.09,CC10981,12599
Other,2014-2016,383.72,CC10981,12600
"Surveys, Polls & Voter Lists",2010-2012,93.19,CC10982,12601
Bank Charges & Adjustments,2010-2012,9.8,CC10982,12602
Filing Fee,2010-2012,250,CC10982,12603
Other,2010-2012,651.66,CC10982,12604
Office Supplies,2010-2012,1506.93,CC10982,12605
Postage/Mailing,2010-2012,91.05,CC10982,12606
Lease/Rent,2010-2012,7298.8,CC10982,12607
Advertising,2010-2012,35899.91,CC10982,12608
Vehicle,2010-2012,337.18,CC10982,12609
Food & Beverages,2010-2012,3455.62,CC10982,12610
Bank Charges & Adjustments,2012-2014,8.5,CC10982,12611
Office Supplies,2012-2014,135,CC10982,12612
Advertising,2012-2014,84.75,CC10982,12613
Food & Beverages,2012-2014,476.98,CC10982,12614
Bank Charges & Adjustments,2010-2012,64.52,CC10983,12615
Filing Fee,2010-2012,250,CC10983,12616
Other,2010-2012,444.61,CC10983,12617
Advertising,2010-2012,1312.04,CC10983,12618
Office Supplies,2010-2012,640.72,CC10983,12619
Printing,2010-2012,14255.53,CC10983,12620
Food & Beverages,2010-2012,1314.12,CC10983,12621
Postage/Mailing,2010-2012,9630.82,CC10983,12622
Office Supplies,2012-2014,13.56,CC10983,12623
Filing Fee,2010-2012,413.86,CC10984,12624
Postage/Mailing,2010-2012,6421.41,CC10984,12625
Printing,2010-2012,15478.97,CC10984,12626
Bank Charges & Adjustments,2010-2012,22.95,CC10984,12627
Other,2010-2012,50,CC10984,12628
Filing Fee,2010-2012,25,CC10985,12629
Advertising,2010-2012,798.71,CC10987,12630
Travel & Lodging,2010-2012,1003.1,CC10987,12631
Office Supplies,2010-2012,163.59,CC10987,12632
Postage/Mailing,2010-2012,20.8,CC10987,12633
Food & Beverages,2010-2012,28.01,CC10987,12634
Food & Beverages,2010-2012,376,CC10988,12635
Filing Fee,2010-2012,250,CC10988,12636
Advertising,2010-2012,10983.03,CC10988,12637
Professional Services,2012-2014,556.28,CC10988,12638
Other,2012-2014,8535.58,CC10988,12639
Bank Charges & Adjustments,2010-2012,13.51,CC10989,12640
Advertising,2010-2012,700.79,CC10989,12641
Food & Beverages,2010-2012,341,CC10989,12642
Printing,2010-2012,166.04,CC10989,12643
Professional Services,2010-2012,162.5,CC10989,12644
Filing Fee,2010-2012,25,CC10989,12645
Other,2010-2012,1253.27,CC10989,12646
Advertising,2012-2014,59.97,CC10989,12647
Advertising,2010-2012,698.96,CC10990,12648
Filing Fee,2010-2012,25,CC10991,12649
Bank Charges & Adjustments,2012-2014,0.29,CC10992,12650
Postage/Mailing,2012-2014,23.95,CC10992,12651
Candidate Fundraiser Tickets,2012-2014,940.8,CC10992,12652
Filing Fee,2012-2014,25,CC10992,12653
Professional Services,2012-2014,356.4,CC10992,12654
Other,2012-2014,434.94,CC10992,12655
Advertising,2012-2014,1400,CC10992,12656
Travel & Lodging,2012-2014,1092.8,CC10992,12657
Printing,2012-2014,2604.07,CC10992,12658
Food & Beverages,2012-2014,1472.21,CC10992,12659
Vehicle,2012-2014,198.37,CC10992,12660
Durable Assets,2012-2014,415.63,CC10993,12661
Utilities,2012-2014,118.07,CC10993,12662
Hawaii Election Campaign Fund,2012-2014,112.5,CC10993,12663
Filing Fee,2012-2014,260,CC10993,12664
Bank Charges & Adjustments,2012-2014,107,CC10993,12665
Vehicle,2012-2014,115.92,CC10993,12666
Contribution to Political Party,2012-2014,270,CC10993,12667
Taxes,2012-2014,12,CC10993,12668
Contribution to Community Organization,2012-2014,829.31,CC10993,12669
Lease/Rent,2012-2014,1728.29,CC10993,12670
Postage/Mailing,2012-2014,7995.81,CC10993,12671
Professional Services,2012-2014,2420.01,CC10993,12672
Office Supplies,2012-2014,1130.92,CC10993,12673
Other,2012-2014,6714.98,CC10993,12674
Advertising,2012-2014,6223.66,CC10993,12675
Food & Beverages,2012-2014,4140.48,CC10993,12676
Printing,2012-2014,2276.46,CC10993,12677
Other,2014-2016,334.18,CC10993,12678
Bank Charges & Adjustments,2014-2016,10,CC10993,12679
Contribution to Political Party,2014-2016,200,CC10993,12680
Candidate Fundraiser Tickets,2014-2016,340,CC10993,12681
Postage/Mailing,2014-2016,147.24,CC10993,12682
Lease/Rent,2014-2016,583,CC10993,12683
Office Supplies,2014-2016,258.45,CC10993,12684
Travel & Lodging,2014-2016,994.41,CC10993,12685
Contribution to Community Organization,2014-2016,525,CC10993,12686
Filing Fee,2014-2016,250,CC10993,12687
Advertising,2014-2016,1375,CC10993,12688
Food & Beverages,2014-2016,1238.21,CC10993,12689
Printing,2014-2016,2394,CC10993,12690
Office Supplies,2016-2018,202.24,CC10993,12691
Printing,2016-2018,86.46,CC10993,12692
Other,2016-2018,55.65,CC10993,12693
Postage/Mailing,2016-2018,47,CC10993,12694
Advertising,2016-2018,175,CC10993,12695
Food & Beverages,2016-2018,339.24,CC10993,12696
Contribution to Community Organization,2016-2018,675,CC10993,12697
Food & Beverages,2012-2014,22,CC10994,12698
Office Supplies,2012-2014,54.7,CC10994,12699
Postage/Mailing,2012-2014,34.37,CC10994,12700
"Surveys, Polls & Voter Lists",2012-2014,1586.24,CC10995,12701
Hawaii Election Campaign Fund,2012-2014,289.31,CC10995,12702
Bank Charges & Adjustments,2012-2014,39,CC10995,12703
Professional Services,2012-2014,447.86,CC10995,12704
Vehicle,2012-2014,86.62,CC10995,12705
Travel & Lodging,2012-2014,6,CC10995,12706
Filing Fee,2012-2014,458.76,CC10995,12707
Printing,2012-2014,8740.78,CC10995,12708
Lease/Rent,2012-2014,822.76,CC10995,12709
Advertising,2012-2014,15928.44,CC10995,12710
Food & Beverages,2012-2014,2471.07,CC10995,12711
Contribution to Community Organization,2012-2014,227.72,CC10995,12712
Postage/Mailing,2012-2014,6327.06,CC10995,12713
Other,2012-2014,2278.99,CC10995,12714
Office Supplies,2012-2014,891.12,CC10995,12715
Bank Charges & Adjustments,2014-2016,480.31,CC10995,12716
Filing Fee,2014-2016,251.03,CC10995,12717
Contribution to Political Party,2014-2016,400,CC10995,12718
Vehicle,2014-2016,297.74,CC10995,12719
"Surveys, Polls & Voter Lists",2014-2016,190.06,CC10995,12720
Postage/Mailing,2014-2016,6385.64,CC10995,12721
Contribution to Community Organization,2014-2016,709.48,CC10995,12722
Printing,2014-2016,3509.9,CC10995,12723
Civic or Community Group Membership,2014-2016,25,CC10995,12724
Advertising,2014-2016,26748.19,CC10995,12725
Professional Services,2014-2016,1312.69,CC10995,12726
Lease/Rent,2014-2016,2095.35,CC10995,12727
Candidate Fundraiser Tickets,2014-2016,2559.99,CC10995,12728
Other,2014-2016,5500.81,CC10995,12729
Travel & Lodging,2014-2016,445.51,CC10995,12730
Food & Beverages,2014-2016,8592.93,CC10995,12731
Office Supplies,2014-2016,1244.31,CC10995,12732
Filing Fee,2016-2018,25.55,CC10995,12733
Bank Charges & Adjustments,2016-2018,94.93,CC10995,12734
Office Supplies,2016-2018,147,CC10995,12735
Postage/Mailing,2016-2018,52.34,CC10995,12736
Lease/Rent,2016-2018,4169.98,CC10995,12737
Advertising,2016-2018,507.56,CC10995,12738
Professional Services,2016-2018,2850.25,CC10995,12739
Travel & Lodging,2016-2018,952.39,CC10995,12740
Printing,2016-2018,1744.49,CC10995,12741
Food & Beverages,2016-2018,2520.85,CC10995,12742
Other,2016-2018,769.73,CC10995,12743
Professional Services,2012-2014,20711.23,CC10996,12744
Lease/Rent,2012-2014,202.5,CC10996,12745
Printing,2012-2014,6810.26,CC10996,12746
Bank Charges & Adjustments,2012-2014,230.61,CC10996,12747
Other,2012-2014,2338.03,CC10996,12748
Food & Beverages,2012-2014,5677.37,CC10996,12749
Advertising,2012-2014,1294.49,CC10996,12750
Office Supplies,2012-2014,315.28,CC10996,12751
Postage/Mailing,2012-2014,3095.3,CC10996,12752
Contribution to Political Party,2014-2016,250,CC10996,12753
Printing,2014-2016,150.79,CC10996,12754
Lease/Rent,2014-2016,650,CC10996,12755
Office Supplies,2014-2016,23.42,CC10996,12756
Advertising,2014-2016,428.79,CC10996,12757
Candidate Fundraiser Tickets,2014-2016,34.13,CC10996,12758
Bank Charges & Adjustments,2014-2016,26.72,CC10996,12759
Food & Beverages,2014-2016,2102.62,CC10996,12760
Postage/Mailing,2014-2016,38.8,CC10996,12761
Other,2014-2016,2629.27,CC10996,12762
Postage/Mailing,2016-2018,29.4,CC10996,12763
Printing,2016-2018,38.74,CC10996,12764
Food & Beverages,2016-2018,1813.75,CC10996,12765
Other,2016-2018,1305.45,CC10996,12766
Bank Charges & Adjustments,2016-2018,10.21,CC10996,12767
Office Supplies,2016-2018,82,CC10996,12768
Bank Charges & Adjustments,2012-2014,17.65,CC10997,12769
Postage/Mailing,2012-2014,9310.42,CC10997,12770
Food & Beverages,2012-2014,7702.29,CC10997,12771
Printing,2012-2014,22277.1,CC10997,12772
Filing Fee,2012-2014,250,CC10997,12773
Professional Services,2012-2014,757.42,CC10997,12774
"Surveys, Polls & Voter Lists",2012-2014,223.82,CC10997,12775
Candidate Fundraiser Tickets,2012-2014,250,CC10997,12776
Office Supplies,2012-2014,77.6,CC10997,12777
Contribution to Community Organization,2014-2016,4000,CC10997,12778
Bank Charges & Adjustments,2014-2016,30,CC10997,12779
Candidate Fundraiser Tickets,2014-2016,-250,CC10997,12780
Food & Beverages,2014-2016,375,CC10997,12781
Other,2014-2016,233.7,CC10997,12782
Filing Fee,2012-2014,25,CC10998,12783
Office Supplies,2012-2014,13.89,CC10998,12784
Postage/Mailing,2012-2014,582.39,CC10998,12785
Professional Services,2012-2014,6420.34,CC10998,12786
Advertising,2012-2014,100,CC10998,12787
Vehicle,2012-2014,398.72,CC10998,12788
Printing,2012-2014,4645.22,CC10998,12789
Lease/Rent,2012-2014,40,CC10998,12790
Food & Beverages,2012-2014,1091.46,CC10998,12791
Other,2012-2014,1637.12,CC10998,12792
Other,2014-2016,17,CC10998,12793
Vehicle,2014-2016,1049.11,CC10998,12794
"Surveys, Polls & Voter Lists",2012-2014,185.25,CC10999,12795
Lease/Rent,2012-2014,203.51,CC10999,12796
Filing Fee,2012-2014,250,CC10999,12797
Candidate Fundraiser Tickets,2012-2014,115.28,CC10999,12798
Advertising,2012-2014,2064.26,CC10999,12799
Other,2012-2014,2549.26,CC10999,12800
Professional Services,2012-2014,2275,CC10999,12801
Office Supplies,2012-2014,183.57,CC10999,12802
Food & Beverages,2012-2014,4746.83,CC10999,12803
Postage/Mailing,2012-2014,1804.95,CC10999,12804
Printing,2012-2014,5923.78,CC10999,12805
Bank Charges & Adjustments,2014-2016,15,CC10999,12806
Contribution to Community Organization,2014-2016,2600.45,CC10999,12807
Bank Charges & Adjustments,2012-2014,21.45,CC11000,12808
Candidate Fundraiser Tickets,2012-2014,52.97,CC11000,12809
Hawaii Election Campaign Fund,2012-2014,8840,CC11000,12810
Postage/Mailing,2012-2014,3722.22,CC11000,12811
Office Supplies,2012-2014,1144.37,CC11000,12812
Printing,2012-2014,4311.52,CC11000,12813
Other,2012-2014,218.76,CC11000,12814
Food & Beverages,2012-2014,4024.86,CC11000,12815
Advertising,2014-2016,314.14,CC11000,12816
"Surveys, Polls & Voter Lists",2014-2016,300,CC11000,12817
Contribution to Community Organization,2014-2016,276.31,CC11000,12818
Contribution to Political Party,2014-2016,310,CC11000,12819
Candidate Fundraiser Tickets,2014-2016,200,CC11000,12820
Printing,2014-2016,2747.99,CC11000,12821
Office Supplies,2014-2016,120.66,CC11000,12822
Other,2014-2016,2284.73,CC11000,12823
Food & Beverages,2014-2016,1102.2,CC11000,12824
Hawaii Election Campaign Fund,2016-2018,250,CC11000,12825
Professional Services,2012-2014,75.15,CC11002,12826
Advertising,2012-2014,12529.45,CC11002,12827
Other,2012-2014,1650,CC11002,12828
Bank Charges & Adjustments,2012-2014,19,CC11002,12829
Food & Beverages,2012-2014,2079.21,CC11002,12830
Office Supplies,2012-2014,36,CC11003,12831
Printing,2012-2014,148.07,CC11003,12832
Lease/Rent,2012-2014,48,CC11003,12833
Other,2012-2014,34.37,CC11003,12834
Advertising,2012-2014,469.57,CC11003,12835
Advertising,2012-2014,785.34,CC11004,12836
Filing Fee,2012-2014,250,CC11004,12837
Candidate Fundraiser Tickets,2012-2014,81.29,CC11004,12838
"Surveys, Polls & Voter Lists",2012-2014,376.96,CC11004,12839
Other,2012-2014,748.13,CC11004,12840
Bank Charges & Adjustments,2012-2014,59.65,CC11004,12841
Postage/Mailing,2012-2014,13435.96,CC11004,12842
Printing,2012-2014,13383.7,CC11004,12843
Professional Services,2012-2014,2760,CC11004,12844
Food & Beverages,2012-2014,4848.5,CC11004,12845
Postage/Mailing,2014-2016,64,CC11004,12846
"Surveys, Polls & Voter Lists",2014-2016,47.12,CC11004,12847
Printing,2014-2016,73.9,CC11004,12848
Candidate Fundraiser Tickets,2014-2016,500,CC11004,12849
Bank Charges & Adjustments,2014-2016,19.8,CC11004,12850
Contribution to Community Organization,2014-2016,915.05,CC11004,12851
Other,2014-2016,5250,CC11004,12852
Lease/Rent,2012-2014,343.34,CC11005,12853
Bank Charges & Adjustments,2012-2014,12,CC11005,12854
"Surveys, Polls & Voter Lists",2012-2014,1082.95,CC11005,12855
Office Supplies,2012-2014,5.79,CC11005,12856
Professional Services,2012-2014,3853.4,CC11005,12857
Utilities,2012-2014,245.04,CC11005,12858
Other,2012-2014,2995.81,CC11005,12859
Postage/Mailing,2012-2014,7727.52,CC11005,12860
Printing,2012-2014,378.56,CC11005,12861
Food & Beverages,2012-2014,580.79,CC11005,12862
Vehicle,2012-2014,219.9,CC11005,12863
Advertising,2012-2014,20602.59,CC11005,12864
Travel & Lodging,2012-2014,226.31,CC11005,12865
Bank Charges & Adjustments,2014-2016,25.69,CC11005,12866
Contribution to Political Party,2014-2016,100,CC11005,12867
Other,2014-2016,257.87,CC11005,12868
Professional Services,2014-2016,87.66,CC11005,12869
Utilities,2014-2016,93.74,CC11005,12870
Postage/Mailing,2014-2016,18.9,CC11005,12871
Printing,2012-2014,14285.03,CC11006,12872
Travel & Lodging,2012-2014,499.9,CC11006,12873
Insurance,2012-2014,336,CC11006,12874
"Surveys, Polls & Voter Lists",2012-2014,323,CC11006,12875
Postage/Mailing,2012-2014,54087.59,CC11006,12876
Lease/Rent,2012-2014,405.31,CC11006,12877
Contribution to Community Organization,2012-2014,3.2,CC11006,12878
Bank Charges & Adjustments,2012-2014,967.37,CC11006,12879
Office Supplies,2012-2014,1519.79,CC11006,12880
Other,2012-2014,9995.7,CC11006,12881
Advertising,2012-2014,33219.61,CC11006,12882
Professional Services,2012-2014,23687.5,CC11006,12883
Food & Beverages,2012-2014,6495.97,CC11006,12884
Bank Charges & Adjustments,2014-2016,502.05,CC11006,12885
Advertising,2014-2016,443.96,CC11006,12886
Lease/Rent,2014-2016,4824.56,CC11006,12887
Vehicle,2014-2016,466.8,CC11006,12888
Contribution to Community Organization,2014-2016,4080,CC11006,12889
Printing,2014-2016,1999.91,CC11006,12890
Postage/Mailing,2014-2016,833.19,CC11006,12891
Professional Services,2014-2016,12641.46,CC11006,12892
Office Supplies,2014-2016,519.17,CC11006,12893
Food & Beverages,2014-2016,19370.38,CC11006,12894
Travel & Lodging,2014-2016,1007.08,CC11006,12895
Other,2014-2016,10258.85,CC11006,12896
Durable Assets,2014-2016,6442.91,CC11006,12897
Printing,2016-2018,96.86,CC11006,12898
Postage/Mailing,2016-2018,98,CC11006,12899
Office Supplies,2016-2018,134.47,CC11006,12900
Bank Charges & Adjustments,2016-2018,53,CC11006,12901
Other,2016-2018,3271.81,CC11006,12902
Lease/Rent,2016-2018,1068.08,CC11006,12903
Food & Beverages,2016-2018,3155.16,CC11006,12904
Travel & Lodging,2012-2014,973.45,CC11007,12905
Lease/Rent,2012-2014,250.8,CC11007,12906
Other,2012-2014,100,CC11007,12907
Filing Fee,2012-2014,25,CC11007,12908
Postage/Mailing,2012-2014,162.53,CC11007,12909
Printing,2012-2014,2256,CC11007,12910
Contribution to Community Organization,2012-2014,138.67,CC11007,12911
Bank Charges & Adjustments,2012-2014,1,CC11007,12912
Office Supplies,2012-2014,84.74,CC11007,12913
Food & Beverages,2012-2014,11343.8,CC11007,12914
Advertising,2012-2014,31036.58,CC11007,12915
Advertising,2014-2016,965.83,CC11007,12916
Professional Services,2012-2014,400,CC11008,12917
Filing Fee,2012-2014,75,CC11008,12918
Printing,2012-2014,128,CC11008,12919
Advertising,2012-2014,5860,CC11008,12920
Office Supplies,2012-2014,54.83,CC11009,12921
Postage/Mailing,2012-2014,3314.64,CC11009,12922
"Surveys, Polls & Voter Lists",2012-2014,648.47,CC11009,12923
Other,2012-2014,700,CC11009,12924
Professional Services,2012-2014,1200,CC11009,12925
Advertising,2012-2014,10696.67,CC11009,12926
Professional Services,2014-2016,1753.93,CC11009,12927
Postage/Mailing,2014-2016,1698.65,CC11009,12928
Advertising,2014-2016,7720.39,CC11009,12929
Hawaii Election Campaign Fund,2014-2016,25,CC11009,12930
Food & Beverages,2014-2016,100,CC11009,12931
Other,2014-2016,6,CC11009,12932
Food & Beverages,2016-2018,1877.58,CC11009,12933
Contribution to Political Party,2012-2014,35,CC11010,12934
Filing Fee,2012-2014,50,CC11010,12935
Postage/Mailing,2012-2014,498.87,CC11010,12936
Lease/Rent,2012-2014,163.56,CC11010,12937
Printing,2012-2014,490.12,CC11010,12938
Other,2012-2014,1605.96,CC11010,12939
Food & Beverages,2012-2014,940,CC11010,12940
Advertising,2012-2014,14296.25,CC11010,12941
Professional Services,2014-2016,10.87,CC11010,12942
Bank Charges & Adjustments,2016-2018,5,CC11010,12943
Advertising,2012-2014,18.92,CC11011,12944
"Surveys, Polls & Voter Lists",2012-2014,201.44,CC11011,12945
Contribution to Political Party,2012-2014,340,CC11011,12946
Filing Fee,2012-2014,250,CC11011,12947
Lease/Rent,2012-2014,192,CC11011,12948
Professional Services,2012-2014,913.09,CC11011,12949
Postage/Mailing,2012-2014,11477.08,CC11011,12950
Printing,2012-2014,23741.68,CC11011,12951
Bank Charges & Adjustments,2012-2014,392.87,CC11011,12952
Office Supplies,2012-2014,620.15,CC11011,12953
Other,2012-2014,5988.1,CC11011,12954
Food & Beverages,2012-2014,8926.08,CC11011,12955
Contribution to Community Organization,2012-2014,4000,CC11011,12956
Other,2014-2016,546.93,CC11011,12957
Contribution to Community Organization,2014-2016,100,CC11011,12958
Food & Beverages,2014-2016,-1521.38,CC11011,12959
Printing,2012-2014,751.8,CC11012,12960
Contribution to Political Party,2012-2014,25,CC11012,12961
Contribution to Community Organization,2012-2014,25,CC11012,12962
Filing Fee,2012-2014,25,CC11012,12963
Bank Charges & Adjustments,2012-2014,25,CC11012,12964
Utilities,2012-2014,532.84,CC11012,12965
Other,2012-2014,1104.11,CC11012,12966
Food & Beverages,2012-2014,196.25,CC11012,12967
Durable Assets,2012-2014,708.9,CC11013,12968
Professional Services,2012-2014,21.93,CC11013,12969
Office Supplies,2012-2014,84.31,CC11013,12970
Bank Charges & Adjustments,2012-2014,155.58,CC11013,12971
Lease/Rent,2012-2014,640,CC11013,12972
"Surveys, Polls & Voter Lists",2012-2014,500.24,CC11013,12973
Filing Fee,2012-2014,250,CC11013,12974
Printing,2012-2014,4629.61,CC11013,12975
Food & Beverages,2012-2014,2811.37,CC11013,12976
Vehicle,2012-2014,772.54,CC11013,12977
Other,2012-2014,1474.82,CC11013,12978
Advertising,2012-2014,6945.85,CC11013,12979
Postage/Mailing,2012-2014,3913.12,CC11013,12980
Office Supplies,2014-2016,91.36,CC11013,12981
Vehicle,2014-2016,350,CC11013,12982
Durable Assets,2014-2016,242.07,CC11013,12983
Contribution to Community Organization,2014-2016,150,CC11013,12984
Professional Services,2014-2016,656.15,CC11013,12985
Contribution to Political Party,2014-2016,55,CC11013,12986
Bank Charges & Adjustments,2014-2016,113.55,CC11013,12987
Lease/Rent,2014-2016,1646.13,CC11013,12988
Printing,2014-2016,11.11,CC11013,12989
Other,2014-2016,997.37,CC11013,12990
Filing Fee,2014-2016,250,CC11013,12991
Food & Beverages,2014-2016,2166.65,CC11013,12992
Advertising,2014-2016,3647.19,CC11013,12993
Postage/Mailing,2014-2016,8.93,CC11013,12994
Vehicle,2016-2018,804.47,CC11013,12995
Durable Assets,2016-2018,928.76,CC11013,12996
Lease/Rent,2016-2018,608.3,CC11013,12997
Food & Beverages,2016-2018,205.75,CC11013,12998
Bank Charges & Adjustments,2016-2018,35.08,CC11013,12999
Other,2016-2018,329.82,CC11013,13000
Advertising,2016-2018,4495.25,CC11013,13001
Filing Fee,2012-2014,25,CC11014,13002
Office Supplies,2012-2014,47.63,CC11014,13003
Bank Charges & Adjustments,2012-2014,26.61,CC11014,13004
"Surveys, Polls & Voter Lists",2012-2014,347.33,CC11014,13005
Professional Services,2012-2014,250,CC11014,13006
Postage/Mailing,2012-2014,220.91,CC11014,13007
Hawaii Election Campaign Fund,2012-2014,19.75,CC11014,13008
Advertising,2012-2014,6620.73,CC11014,13009
Printing,2012-2014,11033.84,CC11014,13010
Other,2012-2014,3402.67,CC11014,13011
Food & Beverages,2012-2014,1766.51,CC11014,13012
Travel & Lodging,2014-2016,16,CC11014,13013
Postage/Mailing,2014-2016,2409.85,CC11014,13014
Bank Charges & Adjustments,2014-2016,48.76,CC11014,13015
Contribution to Political Party,2014-2016,910.24,CC11014,13016
Lease/Rent,2014-2016,435,CC11014,13017
Contribution to Community Organization,2014-2016,340,CC11014,13018
Advertising,2014-2016,2058.17,CC11014,13019
Office Supplies,2014-2016,566.59,CC11014,13020
Printing,2014-2016,4257.41,CC11014,13021
"Surveys, Polls & Voter Lists",2014-2016,1065,CC11014,13022
Other,2014-2016,751.81,CC11014,13023
Food & Beverages,2014-2016,4955.89,CC11014,13024
Advertising,2016-2018,364.58,CC11014,13025
Bank Charges & Adjustments,2016-2018,1.33,CC11014,13026
Contribution to Political Party,2016-2018,267.96,CC11014,13027
Lease/Rent,2016-2018,350,CC11014,13028
Candidate Fundraiser Tickets,2016-2018,150,CC11014,13029
Other,2016-2018,349.92,CC11014,13030
Food & Beverages,2016-2018,1205.59,CC11014,13031
Printing,2016-2018,2672.29,CC11014,13032
Postage/Mailing,2016-2018,405.8,CC11014,13033
"Surveys, Polls & Voter Lists",2016-2018,95,CC11014,13034
Advertising,2012-2014,1596.67,CC11015,13035
Hawaii Election Campaign Fund,2012-2014,100,CC11015,13036
Professional Services,2012-2014,4262.49,CC11015,13037
Other,2012-2014,754.82,CC11015,13038
Filing Fee,2012-2014,250,CC11015,13039
Postage/Mailing,2012-2014,10811.84,CC11015,13040
Printing,2012-2014,10466.22,CC11015,13041
Lease/Rent,2012-2014,201.28,CC11015,13042
Office Supplies,2012-2014,106,CC11015,13043
Food & Beverages,2012-2014,1385.35,CC11015,13044
Professional Services,2014-2016,5535.6,CC11015,13045
Other,2014-2016,642.32,CC11015,13046
Vehicle,2012-2014,180,CC11016,13047
Filing Fee,2012-2014,250,CC11016,13048
Professional Services,2012-2014,1225,CC11016,13049
Office Supplies,2012-2014,49.03,CC11016,13050
Food & Beverages,2012-2014,2747.99,CC11016,13051
Other,2012-2014,60.84,CC11016,13052
Lease/Rent,2012-2014,623.68,CC11016,13053
Postage/Mailing,2012-2014,12092.32,CC11016,13054
Printing,2012-2014,59.63,CC11016,13055
Advertising,2012-2014,26382.93,CC11016,13056
Professional Services,2014-2016,312.5,CC11016,13057
Bank Charges & Adjustments,2014-2016,24.99,CC11016,13058
Food & Beverages,2014-2016,77.08,CC11016,13059
Filing Fee,2012-2014,250,CC11017,13060
Postage/Mailing,2012-2014,3770.9,CC11017,13061
Bank Charges & Adjustments,2012-2014,201.95,CC11017,13062
Food & Beverages,2012-2014,630.45,CC11017,13063
Professional Services,2012-2014,400,CC11017,13064
Lease/Rent,2012-2014,313.1,CC11017,13065
Other,2012-2014,8475.61,CC11017,13066
Printing,2012-2014,2341.91,CC11017,13067
Food & Beverages,2014-2016,675.32,CC11017,13068
Bank Charges & Adjustments,2014-2016,106.61,CC11017,13069
Postage/Mailing,2014-2016,199.38,CC11017,13070
Other,2014-2016,50.07,CC11017,13071
Advertising,2014-2016,1969.52,CC11017,13072
Office Supplies,2014-2016,394.03,CC11017,13073
Printing,2014-2016,5840.02,CC11017,13074
"Surveys, Polls & Voter Lists",2014-2016,444.4,CC11017,13075
Insurance,2012-2014,146.1,CC11018,13076
"Surveys, Polls & Voter Lists",2012-2014,473.65,CC11018,13077
Lease/Rent,2012-2014,259.42,CC11018,13078
Contribution to Political Party,2012-2014,140,CC11018,13079
Postage/Mailing,2012-2014,3620.64,CC11018,13080
Office Supplies,2012-2014,110,CC11018,13081
Bank Charges & Adjustments,2012-2014,35.4,CC11018,13082
Advertising,2012-2014,2987.21,CC11018,13083
Filing Fee,2012-2014,25,CC11018,13084
Printing,2012-2014,5702.01,CC11018,13085
Other,2012-2014,397.73,CC11018,13086
Professional Services,2012-2014,1076.77,CC11018,13087
Food & Beverages,2012-2014,1068.56,CC11018,13088
Professional Services,2014-2016,1.75,CC11018,13089
Bank Charges & Adjustments,2014-2016,39.6,CC11018,13090
Other,2014-2016,183.67,CC11018,13091
Professional Services,2012-2014,1712.51,CC11019,13092
Bank Charges & Adjustments,2012-2014,121.8,CC11019,13093
Postage/Mailing,2012-2014,111,CC11019,13094
Office Supplies,2012-2014,17.33,CC11019,13095
Candidate Fundraiser Tickets,2012-2014,245,CC11019,13096
Advertising,2012-2014,25195.56,CC11019,13097
Travel & Lodging,2012-2014,1243.91,CC11019,13098
Printing,2012-2014,2290.99,CC11019,13099
Other,2012-2014,1214.12,CC11019,13100
Food & Beverages,2012-2014,7002.8,CC11019,13101
Candidate Fundraiser Tickets,2014-2016,100,CC11019,13102
Other,2014-2016,180,CC11019,13103
Other,2012-2014,2600,CC11020,13104
Lease/Rent,2012-2014,109.7,CC11021,13105
Postage/Mailing,2012-2014,49,CC11021,13106
Printing,2012-2014,52.08,CC11021,13107
Advertising,2012-2014,3031.7,CC11021,13108
Candidate Fundraiser Tickets,2012-2014,50,CC11021,13109
Professional Services,2012-2014,50,CC11021,13110
Filing Fee,2012-2014,30,CC11021,13111
Bank Charges & Adjustments,2012-2014,39.04,CC11021,13112
Food & Beverages,2012-2014,1287.32,CC11021,13113
Other,2012-2014,1275.38,CC11021,13114
Other,2014-2016,302.89,CC11021,13115
Bank Charges & Adjustments,2014-2016,9.99,CC11021,13116
Postage/Mailing,2012-2014,128,CC11022,13117
Printing,2012-2014,132.18,CC11022,13118
Bank Charges & Adjustments,2012-2014,52.89,CC11022,13119
