expenditure_category,election_period,amount,reg_no,id
Professional Services,2008-2010,2155.88,CC10674,7622
Bank Charges & Adjustments,2008-2010,43.43,CC10674,7623
Printing,2008-2010,7827.99,CC10674,7624
Filing Fee,2008-2010,250.00,CC10674,7625
"Surveys, Polls & Voter Lists",2008-2010,300.00,CC10674,7626
Food & Beverages,2008-2010,1731.46,CC10674,7627
Postage/Mailing,2008-2010,5662.71,CC10674,7628
Office Supplies,2008-2010,807.14,CC10674,7629
Advertising,2008-2010,1204.19,CC10674,7630
Other,2008-2010,925.00,CC10674,7631
Bank Charges & Adjustments,2010-2012,259.75,CC10674,7632
Lease/Rent,2008-2010,524.48,CC10674,7633
Filing Fee,2010-2012,250.00,CC10674,7634
Advertising,2010-2012,18581.43,CC10675,7635
Advertising,2008-2010,9584.84,CC10675,7636
Printing,2008-2010,14288.72,CC10675,7637
"Surveys, Polls & Voter Lists",2008-2010,112.00,CC10675,7638
Office Supplies,2008-2010,830.99,CC10675,7639
Filing Fee,2008-2010,25.00,CC10675,7640
Office Supplies,2010-2012,43.56,CC10675,7641
Other,2010-2012,1715.97,CC10675,7642
Bank Charges & Adjustments,2008-2010,25.00,CC10675,7643
Food & Beverages,2008-2010,937.08,CC10675,7644
Postage/Mailing,2008-2010,8068.99,CC10675,7645
Professional Services,2010-2012,350.00,CC10675,7646
Professional Services,2008-2010,1878.62,CC10675,7647
Printing,2010-2012,15571.99,CC10675,7648
Postage/Mailing,2010-2012,7120.16,CC10675,7649
Filing Fee,2010-2012,250.00,CC10675,7650
Insurance,2008-2010,500.00,CC10675,7651
Other,2008-2010,482.75,CC10675,7652
Food & Beverages,2010-2012,458.10,CC10675,7653
Lease/Rent,2008-2010,2490.00,CC10675,7654
Lease/Rent,2010-2012,1500.00,CC10675,7655
Printing,2008-2010,96.77,CC10676,7656
Office Supplies,2008-2010,111.54,CC10676,7657
Bank Charges & Adjustments,2008-2010,6.68,CC10676,7658
Other,2008-2010,1162.57,CC10676,7659
Postage/Mailing,2008-2010,61.60,CC10676,7660
Food & Beverages,2008-2010,800.59,CC10676,7661
Filing Fee,2008-2010,250.00,CC10676,7662
Contribution to Community Organization,2008-2010,419.50,CC10676,7663
Candidate Fundraiser Tickets,2008-2010,80.00,CC10676,7664
Advertising,2008-2010,6754.36,CC10676,7665
Other,2010-2012,150.00,CC10677,7666
Food & Beverages,2010-2012,1034.65,CC10677,7667
Printing,2010-2012,2880.44,CC10677,7668
Advertising,2010-2012,1210.34,CC10677,7669
Printing,2008-2010,1534.89,CC10677,7670
Other,2008-2010,337.98,CC10677,7671
Food & Beverages,2008-2010,1301.46,CC10677,7672
Bank Charges & Adjustments,2008-2010,48.11,CC10678,7673
Printing,2008-2010,460.74,CC10678,7674
Candidate Fundraiser Tickets,2008-2010,55.68,CC10678,7675
Postage/Mailing,2008-2010,44.44,CC10678,7676
Professional Services,2008-2010,600.00,CC10678,7677
Filing Fee,2008-2010,250.00,CC10678,7678
Office Supplies,2008-2010,270.32,CC10678,7679
Advertising,2008-2010,942.52,CC10678,7680
Other,2008-2010,59.77,CC10679,7681
Filing Fee,2008-2010,25.00,CC10679,7682
Printing,2008-2010,806.07,CC10679,7683
Food & Beverages,2008-2010,309.16,CC10679,7684
Contribution to Political Party,2010-2012,280.00,CC10680,7685
Printing,2008-2010,2151.83,CC10680,7686
Other,2012-2014,228.83,CC10680,7687
Professional Services,2008-2010,1100.00,CC10680,7688
Bank Charges & Adjustments,2012-2014,7.55,CC10680,7689
Other,2008-2010,439.14,CC10680,7690
Bank Charges & Adjustments,2010-2012,18.00,CC10680,7691
Other,2010-2012,262.79,CC10680,7692
Contribution to Community Organization,2008-2010,52.00,CC10680,7693
Filing Fee,2008-2010,250.00,CC10680,7694
Printing,2010-2012,48.96,CC10680,7695
Advertising,2008-2010,111.90,CC10680,7696
Postage/Mailing,2008-2010,5789.09,CC10680,7697
Food & Beverages,2008-2010,24.36,CC10680,7698
Bank Charges & Adjustments,2008-2010,108.41,CC10680,7699
Other,2008-2010,1178.94,CC10681,7700
Advertising,2008-2010,2821.06,CC10681,7701
Hawaii Election Campaign Fund,2008-2010,22.42,CC10683,7702
Other,2008-2010,200.00,CC10683,7703
Advertising,2008-2010,32.58,CC10683,7704
Contribution to Political Party,2008-2010,15.00,CC10683,7705
Advertising,2008-2010,330.00,CC10684,7706
Other,2008-2010,50.00,CC10684,7707
Filing Fee,2008-2010,30.00,CC10684,7708
Bank Charges & Adjustments,2008-2010,19.00,CC10684,7709
Lease/Rent,2008-2010,60.00,CC10684,7710
Bank Charges & Adjustments,2010-2012,1.00,CC10684,7711
Other,2008-2010,96.42,CC10685,7712
Printing,2008-2010,315.56,CC10685,7713
Advertising,2008-2010,68.01,CC10687,7714
Other,2010-2012,100.00,CC10687,7715
Filing Fee,2010-2012,25.00,CC10688,7716
Office Supplies,2008-2010,569.10,CC10688,7717
Professional Services,2008-2010,855.00,CC10688,7718
Other,2010-2012,96.68,CC10688,7719
Other,2008-2010,2625.89,CC10688,7720
Food & Beverages,2008-2010,85.42,CC10688,7721
Professional Services,2010-2012,679.31,CC10688,7722
Postage/Mailing,2008-2010,563.60,CC10688,7723
Professional Services,2010-2012,209.53,CC10689,7724
Professional Services,2008-2010,2357.25,CC10689,7725
Bank Charges & Adjustments,2008-2010,8.00,CC10689,7726
Other,2008-2010,602.09,CC10689,7727
Hawaii Election Campaign Fund,2008-2010,250.00,CC10689,7728
Professional Services,2008-2010,1000.00,CC10690,7729
Food & Beverages,2008-2010,3034.33,CC10690,7730
Other,2008-2010,14.63,CC10690,7731
Printing,2008-2010,3167.52,CC10690,7732
Advertising,2008-2010,836.03,CC10690,7733
Postage/Mailing,2008-2010,476.49,CC10690,7734
Printing,2008-2010,37.08,CC10692,7735
Other,2008-2010,170.65,CC10692,7736
Food & Beverages,2008-2010,16.55,CC10692,7737
Filing Fee,2008-2010,25.00,CC10692,7738
Advertising,2008-2010,6103.93,CC10693,7739
Lease/Rent,2008-2010,60.00,CC10693,7740
Other,2008-2010,156.00,CC10693,7741
Food & Beverages,2010-2012,319.36,CC10693,7742
Bank Charges & Adjustments,2010-2012,8.00,CC10693,7743
Office Supplies,2008-2010,14.91,CC10693,7744
Professional Services,2008-2010,60.00,CC10693,7745
Hawaii Election Campaign Fund,2010-2012,99.42,CC10693,7746
Food & Beverages,2008-2010,545.38,CC10693,7747
Other,2010-2012,250.00,CC10693,7748
Bank Charges & Adjustments,2008-2010,18.00,CC10693,7749
Filing Fee,2008-2010,25.00,CC10693,7750
Contribution to Community Organization,2010-2012,214.01,CC10694,7751
Filing Fee,2008-2010,25.00,CC10694,7752
Advertising,2008-2010,941.36,CC10694,7753
Office Supplies,2008-2010,322.11,CC10694,7754
Printing,2008-2010,838.82,CC10694,7755
Postage/Mailing,2008-2010,11.58,CC10694,7756
Other,2008-2010,72.66,CC10694,7757
Professional Services,2008-2010,94.24,CC10694,7758
"Surveys, Polls & Voter Lists",2008-2010,178.98,CC10695,7759
Bank Charges & Adjustments,2008-2010,15.00,CC10695,7760
Food & Beverages,2008-2010,1451.64,CC10695,7761
Advertising,2008-2010,55.94,CC10695,7762
Bank Charges & Adjustments,2010-2012,131.98,CC10695,7763
Printing,2008-2010,7357.00,CC10695,7764
Postage/Mailing,2008-2010,1641.59,CC10695,7765
Other,2008-2010,152.41,CC10695,7766
Hawaii Election Campaign Fund,2010-2012,500.00,CC10695,7767
Bank Charges & Adjustments,2008-2010,39.00,CC10696,7768
Postage/Mailing,2008-2010,1966.89,CC10696,7769
Printing,2008-2010,2692.65,CC10696,7770
Other,2010-2012,136.00,CC10696,7771
Postage/Mailing,2012-2014,76.00,CC10696,7772
Filing Fee,2008-2010,25.00,CC10696,7773
Other,2008-2010,97.50,CC10696,7774
"Surveys, Polls & Voter Lists",2008-2010,300.00,CC10696,7775
Bank Charges & Adjustments,2008-2010,33.50,CC10698,7776
Postage/Mailing,2008-2010,7.00,CC10698,7777
Other,2010-2012,2438.79,CC10698,7778
Bank Charges & Adjustments,2010-2012,55.95,CC10698,7779
Advertising,2008-2010,816.76,CC10698,7780
Other,2008-2010,462.83,CC10698,7781
Advertising,2008-2010,681.57,CC10699,7782
Food & Beverages,2008-2010,67.29,CC10699,7783
Filing Fee,2008-2010,25.00,CC10699,7784
Bank Charges & Adjustments,2008-2010,42.28,CC10700,7785
Advertising,2008-2010,3391.36,CC10700,7786
Bank Charges & Adjustments,2010-2012,10.00,CC10700,7787
Printing,2008-2010,1317.13,CC10700,7788
Filing Fee,2010-2012,75.00,CC10701,7789
Food & Beverages,2008-2010,1323.87,CC10701,7790
Office Supplies,2008-2010,948.67,CC10701,7791
Advertising,2008-2010,16689.52,CC10701,7792
Filing Fee,2008-2010,45.00,CC10701,7793
Lease/Rent,2008-2010,280.00,CC10701,7794
Other,2010-2012,898.57,CC10701,7795
"Surveys, Polls & Voter Lists",2008-2010,22.53,CC10701,7796
Bank Charges & Adjustments,2010-2012,33.00,CC10701,7797
Candidate Fundraiser Tickets,2008-2010,250.00,CC10701,7798
Other,2008-2010,444.22,CC10701,7799
Postage/Mailing,2008-2010,155.75,CC10701,7800
Printing,2008-2010,9.61,CC10701,7801
Food & Beverages,2010-2012,552.21,CC10702,7802
Postage/Mailing,2008-2010,5200.94,CC10702,7803
Office Supplies,2008-2010,243.58,CC10702,7804
Travel & Lodging,2010-2012,474.34,CC10702,7805
Printing,2010-2012,7065.63,CC10702,7806
Bank Charges & Adjustments,2008-2010,51.36,CC10702,7807
Other,2010-2012,141.19,CC10702,7808
Filing Fee,2008-2010,250.00,CC10702,7809
Advertising,2008-2010,100.00,CC10702,7810
Food & Beverages,2008-2010,1020.28,CC10702,7811
Postage/Mailing,2012-2014,120.00,CC10702,7812
Office Supplies,2010-2012,110.02,CC10702,7813
Printing,2008-2010,7587.49,CC10702,7814
Postage/Mailing,2010-2012,7028.03,CC10702,7815
Professional Services,2010-2012,2115.99,CC10702,7816
Bank Charges & Adjustments,2010-2012,132.39,CC10702,7817
Other,2008-2010,3480.69,CC10702,7818
Professional Services,2012-2014,1536.65,CC10702,7819
Other,2012-2014,87.29,CC10702,7820
Professional Services,2008-2010,1547.37,CC10702,7821
Contribution to Political Party,2010-2012,365.00,CC10702,7822
Filing Fee,2010-2012,250.00,CC10702,7823
Food & Beverages,2008-2010,1309.46,CC10703,7824
Bank Charges & Adjustments,2008-2010,19.00,CC10703,7825
Other,2010-2012,200.00,CC10703,7826
Office Supplies,2008-2010,23.91,CC10703,7827
Printing,2010-2012,20.24,CC10703,7828
Other,2008-2010,104.88,CC10703,7829
Filing Fee,2008-2010,75.00,CC10703,7830
Postage/Mailing,2010-2012,13.76,CC10703,7831
Postage/Mailing,2008-2010,13.10,CC10703,7832
Printing,2008-2010,999.07,CC10703,7833
Advertising,2008-2010,3825.24,CC10703,7834
Food & Beverages,2008-2010,37.68,CC10704,7835
Advertising,2008-2010,200.00,CC10704,7836
"Surveys, Polls & Voter Lists",2008-2010,110.33,CC10704,7837
Postage/Mailing,2010-2012,62.00,CC10705,7838
Printing,2008-2010,2845.97,CC10705,7839
Advertising,2008-2010,418.66,CC10705,7840
Other,2010-2012,255.00,CC10705,7841
Advertising,2010-2012,4587.84,CC10705,7842
Other,2012-2014,94.00,CC10705,7843
Other,2008-2010,3306.11,CC10707,7844
Candidate Fundraiser Tickets,2012-2014,600.00,CC10707,7845
Hawaii Election Campaign Fund,2010-2012,350.00,CC10707,7846
Other,2012-2014,825.00,CC10707,7847
Advertising,2008-2010,358.87,CC10707,7848
Food & Beverages,2010-2012,890.44,CC10707,7849
Lease/Rent,2012-2014,800.00,CC10707,7850
Food & Beverages,2008-2010,372.00,CC10707,7851
Office Supplies,2008-2010,14.72,CC10707,7852
Professional Services,2008-2010,50.00,CC10707,7853
Printing,2008-2010,2056.48,CC10707,7854
Candidate Fundraiser Tickets,2010-2012,1200.00,CC10707,7855
Postage/Mailing,2008-2010,44.00,CC10707,7856
Bank Charges & Adjustments,2010-2012,37.51,CC10708,7857
Printing,2008-2010,36.87,CC10708,7858
Candidate Fundraiser Tickets,2008-2010,60.00,CC10708,7859
Advertising,2008-2010,17.70,CC10708,7860
Office Supplies,2008-2010,38.01,CC10708,7861
Food & Beverages,2008-2010,35.66,CC10708,7862
Filing Fee,2008-2010,25.00,CC10708,7863
Advertising,2008-2010,42.34,CC10711,7864
Filing Fee,2008-2010,25.00,CC10711,7865
Professional Services,2008-2010,700.00,CC10712,7866
Office Supplies,2008-2010,10.03,CC10712,7867
Advertising,2008-2010,16788.01,CC10712,7868
Advertising,2010-2012,2041.88,CC10712,7869
Food & Beverages,2008-2010,161.57,CC10712,7870
Filing Fee,2008-2010,200.00,CC10712,7871
Other,2008-2010,895.00,CC10712,7872
Contribution to Community Organization,2008-2010,25.00,CC10712,7873
Office Supplies,2008-2010,188.96,CC10713,7874
Printing,2010-2012,1322.34,CC10713,7875
Advertising,2008-2010,213.83,CC10713,7876
Advertising,2010-2012,13.17,CC10713,7877
Filing Fee,2008-2010,25.00,CC10713,7878
Office Supplies,2010-2012,36.62,CC10713,7879
"Surveys, Polls & Voter Lists",2008-2010,300.00,CC10713,7880
Lease/Rent,2008-2010,37.70,CC10713,7881
Printing,2008-2010,1392.67,CC10713,7882
Postage/Mailing,2008-2010,1495.95,CC10713,7883
Food & Beverages,2010-2012,350.73,CC10713,7884
Food & Beverages,2008-2010,348.70,CC10713,7885
"Surveys, Polls & Voter Lists",2010-2012,69.00,CC10713,7886
Lease/Rent,2010-2012,3172.70,CC10713,7887
Other,2010-2012,214.42,CC10713,7888
Other,2008-2010,361.90,CC10713,7889
Printing,2008-2010,1411.02,CC10714,7890
Advertising,2008-2010,14829.89,CC10714,7891
Food & Beverages,2008-2010,3425.42,CC10714,7892
Other,2008-2010,1471.49,CC10714,7893
Filing Fee,2008-2010,250.00,CC10714,7894
Contribution to Political Party,2008-2010,31.00,CC10714,7895
Candidate Fundraiser Tickets,2008-2010,35.00,CC10714,7896
Office Supplies,2008-2010,71.37,CC10714,7897
Professional Services,2008-2010,328.08,CC10714,7898
Bank Charges & Adjustments,2008-2010,19.00,CC10714,7899
Office Supplies,2010-2012,59.63,CC10715,7900
Postage/Mailing,2010-2012,40.37,CC10715,7901
Printing,2008-2010,2473.00,CC10716,7902
Hawaii Election Campaign Fund,2008-2010,50.00,CC10716,7903
Bank Charges & Adjustments,2010-2012,15.00,CC10717,7904
Advertising,2008-2010,3933.77,CC10717,7905
Postage/Mailing,2008-2010,424.60,CC10717,7906
Other,2008-2010,141.71,CC10717,7907
Office Supplies,2008-2010,138.30,CC10717,7908
Filing Fee,2008-2010,25.00,CC10717,7909
Bank Charges & Adjustments,2012-2014,60.00,CC10717,7910
Food & Beverages,2008-2010,531.45,CC10717,7911
Printing,2008-2010,512.30,CC10717,7912
Food & Beverages,2008-2010,1381.34,CC10718,7913
Advertising,2008-2010,426.83,CC10718,7914
Professional Services,2008-2010,50.00,CC10718,7915
Filing Fee,2008-2010,25.00,CC10718,7916
Office Supplies,2008-2010,506.65,CC10718,7917
Contribution to Community Organization,2012-2014,184.38,CC10718,7918
Bank Charges & Adjustments,2008-2010,24.03,CC10718,7919
Other,2008-2010,190.19,CC10718,7920
Printing,2008-2010,1721.58,CC10718,7921
Other,2008-2010,157.64,CC10719,7922
Contribution to Community Organization,2010-2012,7.10,CC10719,7923
Advertising,2008-2010,3964.72,CC10719,7924
Travel & Lodging,2008-2010,408.21,CC10719,7925
Filing Fee,2008-2010,25.00,CC10719,7926
Bank Charges & Adjustments,2008-2010,10.00,CC10719,7927
Other,2008-2010,480.88,CC10721,7928
Postage/Mailing,2008-2010,1441.89,CC10721,7929
Printing,2008-2010,3602.09,CC10721,7930
Advertising,2008-2010,4397.00,CC10721,7931
Postage/Mailing,2008-2010,7325.15,CC10722,7932
Office Supplies,2008-2010,91.17,CC10722,7933
Printing,2008-2010,12934.24,CC10722,7934
Professional Services,2008-2010,2045.29,CC10722,7935
Advertising,2008-2010,4523.56,CC10722,7936
"Surveys, Polls & Voter Lists",2008-2010,668.88,CC10722,7937
Other,2008-2010,1905.98,CC10722,7938
Professional Services,2010-2012,2958.41,CC10722,7939
Professional Services,2012-2014,149.33,CC10722,7940
Food & Beverages,2008-2010,161.10,CC10722,7941
Contribution to Community Organization,2012-2014,1000.00,CC10722,7942
Postage/Mailing,2010-2012,295.00,CC10722,7943
Bank Charges & Adjustments,2008-2010,34.89,CC10722,7944
Filing Fee,2008-2010,250.00,CC10722,7945
Office Supplies,2008-2010,170.72,CC10723,7946
Other,2010-2012,580.00,CC10723,7947
Food & Beverages,2008-2010,647.76,CC10723,7948
Other,2008-2010,87.93,CC10723,7949
Candidate Fundraiser Tickets,2010-2012,1250.00,CC10723,7950
Advertising,2010-2012,405.27,CC10723,7951
Filing Fee,2010-2012,150.00,CC10723,7952
Lease/Rent,2008-2010,425.00,CC10723,7953
Printing,2008-2010,1884.81,CC10723,7954
Travel & Lodging,2010-2012,404.91,CC10723,7955
Bank Charges & Adjustments,2012-2014,5.00,CC10723,7956
Advertising,2008-2010,713.70,CC10723,7957
Bank Charges & Adjustments,2008-2010,18.00,CC10726,7958
Other,2008-2010,82.00,CC10726,7959
Printing,2008-2010,360.40,CC10727,7960
Advertising,2008-2010,1824.83,CC10727,7961
Bank Charges & Adjustments,2008-2010,83.72,CC10727,7962
Food & Beverages,2008-2010,235.09,CC10727,7963
Contribution to Community Organization,2008-2010,250.00,CC10727,7964
Other,2008-2010,46.87,CC10728,7965
Vehicle,2008-2010,248.50,CC10728,7966
Printing,2008-2010,1841.24,CC10729,7967
Bank Charges & Adjustments,2008-2010,50.79,CC10729,7968
Postage/Mailing,2008-2010,95.20,CC10729,7969
Advertising,2008-2010,431.25,CC10729,7970
Other,2010-2012,300.00,CC10729,7971
Food & Beverages,2010-2012,61.54,CC10729,7972
Advertising,2008-2010,120.08,CC10730,7973
Food & Beverages,2008-2010,1288.22,CC10731,7974
Filing Fee,2008-2010,250.00,CC10731,7975
Postage/Mailing,2008-2010,3140.33,CC10731,7976
Hawaii Election Campaign Fund,2010-2012,200.00,CC10731,7977
Other,2008-2010,291.20,CC10731,7978
Bank Charges & Adjustments,2008-2010,124.39,CC10731,7979
Travel & Lodging,2008-2010,354.80,CC10731,7980
Professional Services,2008-2010,166.67,CC10731,7981
Printing,2008-2010,2937.08,CC10731,7982
Lease/Rent,2008-2010,40.00,CC10731,7983
Advertising,2008-2010,7501.74,CC10731,7984
Candidate Fundraiser Tickets,2008-2010,340.00,CC10731,7985
Food & Beverages,2008-2010,315.69,CC10732,7986
Other,2008-2010,2478.21,CC10732,7987
Postage/Mailing,2008-2010,3436.30,CC10732,7988
Printing,2008-2010,5319.80,CC10732,7989
Other,2008-2010,797.28,CC10733,7990
Bank Charges & Adjustments,2010-2012,10.00,CC10733,7991
Printing,2008-2010,6967.97,CC10733,7992
"Surveys, Polls & Voter Lists",2008-2010,261.78,CC10733,7993
Food & Beverages,2008-2010,474.60,CC10733,7994
Professional Services,2008-2010,1228.50,CC10733,7995
Filing Fee,2008-2010,250.00,CC10733,7996
Advertising,2008-2010,524.03,CC10734,7997
Advertising,2008-2010,100.00,CC10735,7998
Filing Fee,2008-2010,25.00,CC10735,7999
Office Supplies,2008-2010,50.00,CC10735,8000
Printing,2008-2010,50.00,CC10735,8001
Vehicle,2008-2010,25.00,CC10735,8002
Printing,2008-2010,1210.16,CC10736,8003
Other,2010-2012,498.81,CC10736,8004
Food & Beverages,2008-2010,253.92,CC10736,8005
Other,2008-2010,105.05,CC10736,8006
Advertising,2008-2010,3882.85,CC10736,8007
Travel & Lodging,2008-2010,444.57,CC10737,8008
Other,2008-2010,400.23,CC10737,8009
Food & Beverages,2008-2010,2250.00,CC10737,8010
Bank Charges & Adjustments,2008-2010,20.50,CC10737,8011
Filing Fee,2008-2010,25.00,CC10737,8012
Professional Services,2008-2010,700.00,CC10737,8013
Bank Charges & Adjustments,2012-2014,70.00,CC10737,8014
Office Supplies,2008-2010,164.77,CC10737,8015
Other,2010-2012,100.55,CC10737,8016
Advertising,2010-2012,74.45,CC10737,8017
Printing,2008-2010,2640.48,CC10737,8018
Advertising,2008-2010,9109.41,CC10737,8019
Candidate Fundraiser Tickets,2008-2010,192.41,CC10737,8020
Postage/Mailing,2008-2010,5331.70,CC10737,8021
Food & Beverages,2010-2012,158.68,CC10737,8022
Advertising,2008-2010,358.31,CC10738,8023
Bank Charges & Adjustments,2010-2012,75.00,CC10738,8024
Contribution to Community Organization,2010-2012,491.69,CC10738,8025
Other,2010-2012,-531.69,CC10738,8026
Filing Fee,2008-2010,25.00,CC10739,8027
Advertising,2008-2010,711.52,CC10739,8028
Other,2008-2010,93.94,CC10739,8029
Contribution to Community Organization,2008-2010,25.00,CC10739,8030
Office Supplies,2008-2010,193.55,CC10739,8031
Printing,2008-2010,803.08,CC10739,8032
Advertising,2008-2010,1750.24,CC10740,8033
Filing Fee,2008-2010,25.00,CC10740,8034
Bank Charges & Adjustments,2010-2012,2.75,CC10743,8035
Postage/Mailing,2010-2012,3.29,CC10743,8036
Contribution to Political Party,2008-2010,80.00,CC10743,8037
Other,2012-2014,20.00,CC10743,8038
Food & Beverages,2010-2012,3.85,CC10743,8039
Filing Fee,2008-2010,250.00,CC10743,8040
Vehicle,2010-2012,5.00,CC10743,8041
Advertising,2010-2012,9.40,CC10743,8042
Contribution to Political Party,2010-2012,50.00,CC10743,8043
Contribution to Community Organization,2008-2010,10.00,CC10743,8044
Office Supplies,2008-2010,275.38,CC10743,8045
Advertising,2008-2010,224.72,CC10743,8046
Printing,2010-2012,166.21,CC10743,8047
Other,2010-2012,31.88,CC10743,8048
Printing,2008-2010,402.09,CC10743,8049
Contribution to Community Organization,2010-2012,25.00,CC10746,8050
Durable Assets,2012-2014,1473.45,CC10746,8051
Insurance,2010-2012,878.08,CC10746,8052
Other,2008-2010,5080.00,CC10746,8053
Other,2012-2014,3003.20,CC10746,8054
Advertising,2008-2010,77948.52,CC10746,8055
Professional Services,2010-2012,300.00,CC10746,8056
Advertising,2010-2012,105507.71,CC10746,8057
Postage/Mailing,2012-2014,1145.00,CC10746,8058
Durable Assets,2010-2012,397.89,CC10746,8059
Lease/Rent,2010-2012,9588.25,CC10746,8060
Other,2010-2012,18119.97,CC10746,8061
Food & Beverages,2008-2010,2412.00,CC10746,8062
Advertising,2012-2014,8021.16,CC10746,8063
Office Supplies,2012-2014,61.90,CC10746,8064
Bank Charges & Adjustments,2012-2014,79.68,CC10746,8065
Printing,2008-2010,1470.65,CC10746,8066
Hawaii Election Campaign Fund,2010-2012,4000.00,CC10746,8067
Lease/Rent,2012-2014,1981.00,CC10746,8068
Bank Charges & Adjustments,2010-2012,311.12,CC10746,8069
Office Supplies,2008-2010,40.12,CC10746,8070
Utilities,2012-2014,423.48,CC10746,8071
Professional Services,2008-2010,110.41,CC10746,8072
Office Supplies,2010-2012,479.03,CC10746,8073
Utilities,2010-2012,801.81,CC10746,8074
Food & Beverages,2010-2012,12909.68,CC10746,8075
Printing,2012-2014,1669.22,CC10746,8076
Postage/Mailing,2010-2012,3981.00,CC10746,8077
Insurance,2012-2014,125.00,CC10746,8078
Bank Charges & Adjustments,2008-2010,190.27,CC10746,8079
Filing Fee,2010-2012,265.00,CC10746,8080
Lease/Rent,2008-2010,3509.50,CC10746,8081
Printing,2010-2012,15379.77,CC10746,8082
Contribution to Community Organization,2008-2010,25.00,CC10746,8083
Insurance,2008-2010,637.50,CC10746,8084
Postage/Mailing,2008-2010,997.20,CC10746,8085
Other,2008-2010,96.17,CC10747,8086
Professional Services,2008-2010,63.00,CC10747,8087
Filing Fee,2008-2010,250.00,CC10747,8088
Advertising,2008-2010,102.60,CC10747,8089
Printing,2008-2010,434.10,CC10747,8090
Contribution to Community Organization,2010-2012,72.05,CC10747,8091
Office Supplies,2008-2010,82.08,CC10747,8092
Postage/Mailing,2008-2010,87.50,CC10748,8093
Durable Assets,2008-2010,35.99,CC10748,8094
Office Supplies,2008-2010,129.67,CC10748,8095
Printing,2008-2010,1835.80,CC10748,8096
Food & Beverages,2008-2010,51.95,CC10748,8097
Other,2008-2010,538.86,CC10748,8098
Filing Fee,2008-2010,50.00,CC10749,8099
Printing,2008-2010,750.21,CC10749,8100
Food & Beverages,2010-2012,350.00,CC10749,8101
Professional Services,2010-2012,150.00,CC10750,8102
Office Supplies,2010-2012,22.55,CC10750,8103
Food & Beverages,2010-2012,38.78,CC10750,8104
Vehicle,2010-2012,181.74,CC10750,8105
Other,2010-2012,150.00,CC10750,8106
Office Supplies,2012-2014,8.93,CC10750,8107
Bank Charges & Adjustments,2012-2014,22.65,CC10750,8108
Vehicle,2012-2014,67.02,CC10750,8109
Office Supplies,2008-2010,150.00,CC10750,8110
Travel & Lodging,2010-2012,157.34,CC10750,8111
Bank Charges & Adjustments,2010-2012,3.00,CC10750,8112
Food & Beverages,2012-2014,2.90,CC10750,8113
Advertising,2008-2010,849.93,CC10751,8114
Other,2008-2010,25.00,CC10751,8115
Contribution to Political Party,2010-2012,113.57,CC10751,8116
Hawaii Election Campaign Fund,2012-2014,510.04,CC10752,8117
Printing,2008-2010,1312.68,CC10752,8118
Advertising,2008-2010,1333.74,CC10752,8119
Bank Charges & Adjustments,2010-2012,67.48,CC10752,8120
Postage/Mailing,2008-2010,87.50,CC10752,8121
Travel & Lodging,2010-2012,2339.86,CC10752,8122
Travel & Lodging,2012-2014,1339.77,CC10752,8123
Advertising,2012-2014,1130.19,CC10752,8124
Professional Services,2012-2014,312.48,CC10752,8125
Office Supplies,2010-2012,221.27,CC10752,8126
Bank Charges & Adjustments,2008-2010,12.71,CC10752,8127
Printing,2010-2012,2098.62,CC10752,8128
Filing Fee,2010-2012,250.00,CC10752,8129
Food & Beverages,2010-2012,1433.22,CC10752,8130
Food & Beverages,2012-2014,343.28,CC10752,8131
Other,2010-2012,11076.30,CC10752,8132
Professional Services,2008-2010,78.04,CC10752,8133
Professional Services,2010-2012,2285.20,CC10752,8134
Postage/Mailing,2012-2014,292.22,CC10752,8135
Other,2008-2010,25.00,CC10752,8136
Hawaii Election Campaign Fund,2010-2012,1320.00,CC10752,8137
Advertising,2010-2012,20529.63,CC10752,8138
Postage/Mailing,2010-2012,4609.33,CC10752,8139
Printing,2010-2012,10421.74,CC10753,8140
Bank Charges & Adjustments,2010-2012,40.00,CC10753,8141
Bank Charges & Adjustments,2008-2010,39.95,CC10753,8142
Postage/Mailing,2008-2010,5902.39,CC10753,8143
Other,2008-2010,56.02,CC10753,8144
Office Supplies,2008-2010,20.07,CC10753,8145
"Surveys, Polls & Voter Lists",2008-2010,811.06,CC10753,8146
Printing,2008-2010,5051.88,CC10753,8147
"Surveys, Polls & Voter Lists",2010-2012,505.52,CC10753,8148
Advertising,2008-2010,10990.06,CC10755,8149
Bank Charges & Adjustments,2010-2012,505.00,CC10755,8150
Food & Beverages,2008-2010,699.53,CC10755,8151
Other,2008-2010,86.60,CC10755,8152
Advertising,2010-2012,549.74,CC10755,8153
Office Supplies,2008-2010,73.43,CC10755,8154
Other,2008-2010,0.00,CC10756,8155
Other,2008-2010,974.15,CC10759,8156
Printing,2008-2010,4030.29,CC10759,8157
Postage/Mailing,2008-2010,401.00,CC10759,8158
Advertising,2008-2010,1717.98,CC10759,8159
Bank Charges & Adjustments,2008-2010,507.00,CC10759,8160
Travel & Lodging,2008-2010,95.00,CC10759,8161
Office Supplies,2008-2010,1003.50,CC10759,8162
Food & Beverages,2008-2010,1412.22,CC10759,8163
Utilities,2008-2010,235.83,CC10759,8164
Vehicle,2008-2010,6438.31,CC10759,8165
Professional Services,2008-2010,2291.55,CC10759,8166
Other,2008-2010,2986.48,CC10760,8167
